Snow ratio,Log likelihood,Error std
0.9734,-3910311.5955,1.6549
0.9712,-3901984.2101,1.6549
0.9507,-3612554.7642,1.6549
0.9439,-3521007.4912,1.6549
0.9255,-3279119.9209,1.6549
0.9015,-2981387.0382,1.6549
0.893,-2881076.4058,1.6549
0.8785,-2715325.5572,1.6549
0.8633,-2549806.951,1.6549
0.8444,-2354504.2658,1.6549
0.8358,-2270280.1479,1.6549
0.8181,-2104548.6393,1.6549
0.8023,-1965271.8947,1.6549
0.7874,-1842944.5373,1.6549
0.7662,-1681410.3902,1.6549
0.7633,-1660657.1444,1.6549
0.7396,-1500938.5125,1.6549
0.7389,-1496968.5924,1.6549
0.7375,-1488272.909,1.6549
0.7274,-1426802.6667,1.6549
0.7042,-1299925.8356,1.6549
0.6949,-1253947.6266,1.6549
0.6823,-1197310.5296,1.6549
0.6744,-1164088.9356,1.6549
0.6518,-1082145.6318,1.6549
0.6285,-1016352.3586,1.6549
0.606,-970686.7353,1.6549
0.5823,-941810.1994,1.6549
0.5673,-933703.4021,1.6549
0.5573,-932674.6731,1.6549
0.561,-932644.088,1.6549
0.5583,-932618.9025,1.6549
0.5588,-932605.3014,1.6549
0.5593,-932599.8566,1.6549
0.5597,-932601.4958,1.6549
0.5595,-932600.1642,1.6549
0.5593,-932599.9572,1.6549
0.5595,-932600.4469,1.6549
0.5593,-932599.896,1.6549
0.5597,-932601.7244,1.6549
0.5592,-932600.2308,1.6549
0.5598,-932602.8166,1.6549
0.5596,-932600.5498,1.6549
0.5593,-932599.8629,1.6549
0.5593,-932599.9824,1.6549
0.5595,-932600.1581,1.6549
0.5593,-932599.9136,1.6549
0.5594,-932599.9053,1.6549
0.5595,-932600.0943,1.6549
0.5595,-932600.3744,1.6549
0.559,-932601.7776,1.6549
0.559,-932602.117,1.6549
0.5593,-932599.8991,1.6549
0.5595,-932600.2953,1.6549
0.5592,-932600.1374,1.6549
0.5596,-932600.6775,1.6549
0.5595,-932599.9711,1.6549
0.5594,-932599.8419,1.6549
0.5594,-932599.8234,1.6549
0.5594,-932599.8341,1.6549
0.5597,-932601.6199,1.6549
0.5597,-932601.6708,1.6549
0.5597,-932601.7851,1.6549
0.5598,-932603.2186,1.6549
0.5597,-932601.5265,1.6549
0.5595,-932600.0783,1.6549
0.5594,-932599.8232,1.6549
0.5593,-932599.8353,1.6549
0.5597,-932601.3474,1.6549
0.5593,-932599.826,1.6549
0.5595,-932600.2525,1.6549
0.5593,-932599.855,1.6549
0.5596,-932600.9132,1.6549
0.5595,-932600.0032,1.6549
