Snow ratio,Log likelihood,Error std
0.8791,-10356595.818,1.8308
0.8702,-10187197.4604,1.8308
0.8639,-10055176.5053,1.8308
0.8552,-9871701.6274,1.8308
0.851,-9783256.7701,1.8308
0.8488,-9739529.3049,1.8308
0.8484,-9729969.2173,1.8308
0.8342,-9440295.8125,1.8308
0.816,-9074881.4704,1.8308
0.8054,-8868509.7458,1.8308
0.8,-8763685.4503,1.8308
0.7819,-8420257.4981,1.8308
0.7748,-8286643.1714,1.8308
0.7637,-8083077.9907,1.8308
0.7389,-7639533.8479,1.8308
0.7253,-7403149.4804,1.8308
0.7172,-7264433.5764,1.8308
0.7129,-7192105.714,1.8308
0.7077,-7105206.4836,1.8308
0.6991,-6963733.5011,1.8308
0.6876,-6777553.4366,1.8308
0.6638,-6402793.7382,1.8308
0.6634,-6395968.1958,1.8308
0.6404,-6050697.0486,1.8308
0.6225,-5791099.4631,1.8308
0.5996,-5474412.6772,1.8308
0.5881,-5319948.561,1.8308
0.5858,-5290071.0688,1.8308
0.5659,-5034217.126,1.8308
0.5565,-4916903.3838,1.8308
0.5329,-4633372.227,1.8308
0.5262,-4556853.9615,1.8308
0.5147,-4426672.9026,1.8308
0.501,-4277140.451,1.8308
0.4761,-4018462.6846,1.8308
0.4643,-3902006.1136,1.8308
0.4562,-3825221.0096,1.8308
0.4439,-3711291.0739,1.8308
0.4369,-3648022.868,1.8308
0.4161,-3469069.2878,1.8308
0.3965,-3312007.2553,1.8308
0.3739,-3144246.8042,1.8308
0.3573,-3030618.6131,1.8308
0.3503,-2984425.4084,1.8308
0.3489,-2975976.9381,1.8308
0.3342,-2885185.5603,1.8308
0.3339,-2883546.4893,1.8308
0.3153,-2777363.2873,1.8308
0.312,-2759940.8046,1.8308
0.3008,-2701886.3705,1.8308
0.2941,-2669302.1376,1.8308
0.2704,-2563198.8213,1.8308
0.2499,-2484313.2701,1.8308
0.2277,-2412620.7866,1.8308
0.2135,-2374163.7433,1.8308
0.2058,-2355587.1361,1.8308
0.2015,-2346003.9135,1.8308
0.1791,-2304797.4718,1.8308
0.1728,-2295756.1991,1.8308
0.1496,-2272217.1077,1.8308
0.1262,-2264163.1653,1.8308
0.1258,-2264161.2018,1.8308
0.1257,-2264161.3724,1.8308
0.1261,-2264162.0043,1.8308
0.1258,-2264161.1979,1.8308
0.1258,-2264161.1992,1.8308
0.1258,-2264161.1997,1.8308
0.1257,-2264161.5176,1.8308
0.1258,-2264161.2606,1.8308
0.1258,-2264161.2367,1.8308
0.1254,-2264164.3338,1.8308
0.1257,-2264161.4754,1.8308
0.126,-2264161.6169,1.8308
0.1257,-2264161.3304,1.8308
0.126,-2264161.8698,1.8308
0.1261,-2264162.4686,1.8308
0.1261,-2264162.342,1.8308
0.1256,-2264162.0892,1.8308
0.1256,-2264161.8467,1.8308
0.1257,-2264161.4069,1.8308
0.1256,-2264162.1341,1.8308
0.1257,-2264161.5038,1.8308
0.1254,-2264163.852,1.8308
0.1263,-2264163.9271,1.8308
0.1261,-2264162.2605,1.8308
0.126,-2264161.577,1.8308
0.1258,-2264161.2261,1.8308
0.1259,-2264161.2651,1.8308
0.1256,-2264161.6577,1.8308
0.1256,-2264161.8513,1.8308
0.126,-2264161.4248,1.8308
0.126,-2264161.6087,1.8308
0.1259,-2264161.2137,1.8308
0.1259,-2264161.2619,1.8308
0.1259,-2264161.2797,1.8308
0.1257,-2264161.6052,1.8308
0.126,-2264161.8052,1.8308
