Snow ratio,Log likelihood,Error std,O18 lapse rate
0.76,-1199055.36,0.49,-0.0
0.2,-1199587.91,0.49,-0.01
0.56,-1199732.5,0.49,-0.0
0.99,-1200129.2,0.49,0.0
0.16,-1200447.11,0.49,-0.0
0.2,-1200552.79,0.49,-0.01
0.43,-1201031.24,0.49,0.0
0.57,-1201363.62,0.49,0.0
0.19,-1201478.18,0.49,-0.0
0.14,-1201868.58,0.49,-0.01
0.95,-1202569.82,0.49,0.0
0.18,-1202628.25,0.49,-0.0
0.93,-1202734.98,0.49,0.0
0.35,-1202851.51,0.49,-0.01
0.19,-1204661.92,0.49,-0.01
0.77,-1205582.81,0.49,0.0
0.15,-1207676.45,0.49,-0.01
0.22,-1209161.1,0.49,-0.01
0.62,-1209910.55,0.49,0.0
0.84,-1210311.44,0.49,-0.0
0.24,-1210532.48,0.49,-0.0
0.42,-1210920.34,0.49,-0.01
0.15,-1211327.15,0.49,-0.0
0.28,-1211670.76,0.49,-0.01
0.47,-1211806.63,0.49,0.0
0.18,-1211823.39,0.49,-0.01
0.93,-1212359.76,0.49,0.0
0.49,-1212411.08,0.49,0.0
0.25,-1212558.01,0.49,-0.0
0.93,-1213273.37,0.49,0.0
0.13,-1213370.97,0.49,-0.01
0.18,-1215636.9,0.49,-0.01
0.54,-1216647.96,0.49,-0.0
0.31,-1216876.81,0.49,-0.0
0.13,-1217302.57,0.49,-0.01
0.7,-1217616.31,0.49,-0.0
0.37,-1217630.99,0.49,-0.0
0.44,-1218258.49,0.49,-0.01
0.48,-1219706.04,0.49,0.0
0.88,-1219717.2,0.49,-0.0
0.35,-1220093.31,0.49,-0.01
0.35,-1220915.62,0.49,-0.01
0.65,-1221019.21,0.49,-0.0
0.34,-1221227.52,0.49,-0.0
0.4,-1221545.9,0.49,0.0
0.13,-1222368.22,0.49,-0.01
0.86,-1222635.11,0.49,0.0
0.53,-1223376.99,0.49,-0.0
0.34,-1223575.22,0.49,-0.01
0.15,-1223618.29,0.49,-0.0
0.51,-1224554.89,0.49,0.0
0.13,-1225260.05,0.49,-0.01
0.76,-1225707.12,0.49,0.0
0.92,-1226590.44,0.49,0.0
0.52,-1227193.53,0.49,0.0
0.23,-1227261.35,0.49,-0.01
0.89,-1227423.59,0.49,-0.0
0.19,-1227862.54,0.49,-0.01
0.7,-1227904.16,0.49,0.0
0.98,-1227991.2,0.49,0.0
1.0,-1228667.2,0.49,0.0
0.97,-1228937.11,0.49,0.0
0.23,-1229459.15,0.49,-0.01
0.47,-1229565.68,0.49,-0.01
0.98,-1230153.92,0.49,0.0
0.17,-1230179.7,0.49,-0.01
1.0,-1231208.89,0.49,0.0
0.64,-1232489.3,0.49,0.0
0.64,-1232753.33,0.49,-0.0
0.9,-1233640.38,0.49,-0.0
0.36,-1234142.75,0.49,-0.01
0.25,-1234515.82,0.49,-0.01
0.49,-1234656.84,0.49,-0.01
0.68,-1234820.37,0.49,-0.0
0.37,-1234879.27,0.49,0.0
0.9,-1235108.79,0.49,0.0
0.99,-1235272.44,0.49,0.0
0.77,-1236091.63,0.49,-0.0
0.41,-1236874.05,0.49,-0.01
0.83,-1236884.79,0.49,0.0
0.92,-1237364.08,0.49,0.0
0.38,-1237708.65,0.49,0.0
0.16,-1238079.09,0.49,-0.0
0.71,-1238127.46,0.49,0.0
0.18,-1238175.29,0.49,-0.0
0.13,-1239941.25,0.49,-0.01
0.24,-1240512.71,0.49,-0.0
0.57,-1240590.57,0.49,-0.0
0.13,-1240749.81,0.49,-0.01
0.48,-1241338.37,0.49,0.0
0.49,-1241600.41,0.49,-0.01
0.59,-1241646.29,0.49,0.0
0.68,-1241702.11,0.49,-0.0
0.3,-1241713.67,0.49,-0.01
0.55,-1241784.48,0.49,0.0
1.0,-1242422.22,0.49,0.0
0.99,-1242817.3,0.49,0.0
0.84,-1243051.9,0.49,0.0
0.97,-1243451.96,0.49,0.0
0.17,-1243575.84,0.49,-0.01
0.4,-1243636.97,0.49,-0.01
0.18,-1244220.08,0.49,-0.01
0.67,-1244498.16,0.49,-0.0
0.14,-1244568.3,0.49,-0.0
0.39,-1244827.16,0.49,0.0
0.12,-1244936.69,0.49,-0.01
0.95,-1245443.09,0.49,0.0
0.28,-1246770.79,0.49,-0.0
0.65,-1247601.02,0.49,0.0
0.17,-1248729.5,0.49,-0.01
0.71,-1249749.72,0.49,0.0
0.86,-1250267.1,0.49,0.0
0.15,-1250382.69,0.49,-0.0
0.2,-1250707.11,0.49,-0.01
0.49,-1250720.41,0.49,0.0
0.75,-1250737.35,0.49,0.0
0.13,-1251310.17,0.49,-0.0
0.87,-1251391.41,0.49,0.0
0.51,-1251609.35,0.49,-0.01
0.93,-1251951.91,0.49,0.0
0.48,-1252964.48,0.49,0.0
0.13,-1253424.25,0.49,-0.01
0.26,-1253961.91,0.49,-0.0
0.81,-1255314.6,0.49,-0.0
0.18,-1255558.62,0.49,-0.01
0.96,-1255720.04,0.49,0.0
0.42,-1256396.81,0.49,-0.01
0.95,-1256713.54,0.49,0.0
0.38,-1257029.15,0.49,0.0
0.93,-1257163.94,0.49,0.0
0.17,-1258066.81,0.49,-0.0
0.71,-1258307.03,0.49,-0.0
0.74,-1258450.23,0.49,0.0
0.12,-1258562.97,0.49,-0.01
0.24,-1259372.9,0.49,-0.01
0.18,-1259601.9,0.49,-0.0
0.12,-1262496.39,0.49,-0.01
0.45,-1262851.2,0.49,-0.01
0.86,-1263084.77,0.49,0.0
0.14,-1263768.52,0.49,-0.0
0.29,-1264221.97,0.49,-0.01
0.55,-1264247.07,0.49,-0.0
0.32,-1264458.36,0.49,-0.01
0.15,-1266249.07,0.49,-0.01
0.79,-1266401.33,0.49,0.0
0.16,-1267045.72,0.49,-0.0
0.88,-1267458.17,0.49,0.0
0.13,-1268174.32,0.49,-0.0
0.31,-1268612.67,0.49,-0.01
0.86,-1270080.86,0.49,-0.0
0.88,-1270118.64,0.49,-0.0
0.52,-1270496.16,0.49,-0.01
0.91,-1271605.71,0.49,0.0
0.32,-1271988.47,0.49,-0.0
0.99,-1272880.17,0.49,0.0
0.12,-1272924.26,0.49,-0.01
0.24,-1273454.62,0.49,-0.0
0.98,-1274137.42,0.49,0.0
0.86,-1275247.47,0.49,0.0
0.47,-1275609.05,0.49,0.0
0.97,-1276776.02,0.49,0.0
0.84,-1278198.09,0.49,0.0
0.84,-1278768.51,0.49,-0.0
0.17,-1280081.03,0.49,-0.01
0.16,-1280095.94,0.49,-0.01
0.19,-1281465.85,0.49,-0.0
0.16,-1281684.65,0.49,-0.0
0.84,-1282588.27,0.49,-0.0
0.41,-1282600.99,0.49,-0.01
0.22,-1283134.22,0.49,-0.01
0.54,-1283348.19,0.49,-0.01
0.26,-1283562.09,0.49,-0.0
0.84,-1283889.75,0.49,-0.0
0.61,-1284540.81,0.49,-0.0
0.57,-1284541.63,0.49,0.0
0.19,-1284560.5,0.49,-0.0
0.98,-1284809.66,0.49,0.0
0.97,-1284975.37,0.49,0.0
0.13,-1285161.28,0.49,-0.01
0.25,-1285395.31,0.49,-0.0
0.88,-1285619.16,0.49,0.01
0.81,-1286402.22,0.49,0.0
0.64,-1286626.17,0.49,0.0
0.58,-1286638.35,0.49,0.0
0.18,-1287397.44,0.49,-0.0
0.32,-1287455.23,0.49,-0.01
0.12,-1287843.83,0.49,-0.01
0.62,-1287876.23,0.49,-0.0
0.37,-1287963.14,0.49,0.0
0.11,-1288137.6,0.49,-0.01
0.11,-1288525.99,0.49,-0.01
0.72,-1288727.79,0.49,0.0
0.25,-1288734.3,0.49,-0.0
0.9,-1288764.82,0.49,0.01
0.62,-1288926.2,0.49,-0.0
0.35,-1290335.12,0.49,-0.0
0.34,-1290931.0,0.49,-0.0
0.88,-1291357.59,0.49,0.01
0.23,-1292338.57,0.49,-0.0
0.24,-1293308.15,0.49,-0.01
0.62,-1293482.76,0.49,-0.0
0.27,-1293810.05,0.49,-0.01
0.15,-1294271.39,0.49,-0.01
0.37,-1294640.57,0.49,-0.01
0.22,-1294865.9,0.49,-0.01
0.69,-1294893.05,0.49,-0.0
0.24,-1295395.11,0.49,-0.01
0.7,-1295570.23,0.49,-0.0
0.21,-1295771.53,0.49,-0.01
0.86,-1295869.87,0.49,0.01
0.11,-1296201.03,0.49,-0.01
0.25,-1296346.81,0.49,-0.01
0.25,-1297505.83,0.49,-0.0
0.19,-1297622.97,0.49,-0.01
0.12,-1297696.73,0.49,-0.0
0.69,-1297859.73,0.49,0.0
0.2,-1298439.44,0.49,-0.01
0.95,-1298449.61,0.49,0.0
0.29,-1299584.76,0.49,-0.01
0.15,-1300008.21,0.49,-0.01
0.33,-1300194.31,0.49,-0.0
0.62,-1300427.09,0.49,-0.0
0.26,-1300453.28,0.49,-0.0
0.51,-1300655.92,0.49,0.0
0.36,-1300981.6,0.49,-0.01
0.96,-1301497.88,0.49,0.0
0.11,-1303268.23,0.49,-0.01
0.89,-1303444.46,0.49,-0.0
0.14,-1303961.08,0.49,-0.0
0.46,-1304190.62,0.49,-0.01
0.53,-1304601.58,0.49,-0.01
0.93,-1306823.29,0.49,0.0
0.89,-1306876.97,0.49,-0.0
0.32,-1306911.62,0.49,-0.01
0.4,-1307381.91,0.49,-0.01
0.88,-1307583.62,0.49,-0.0
0.18,-1307595.33,0.49,-0.0
0.11,-1308021.07,0.49,-0.01
0.9,-1308132.73,0.49,-0.0
0.75,-1308154.35,0.49,-0.0
0.29,-1309305.77,0.49,-0.0
0.43,-1309813.45,0.49,-0.01
0.99,-1311198.71,0.49,0.0
0.41,-1311210.5,0.49,0.0
0.7,-1311416.3,0.49,0.0
0.85,-1312619.64,0.49,0.01
0.74,-1313097.92,0.49,-0.0
0.38,-1313268.7,0.49,0.0
0.32,-1313895.81,0.49,-0.01
0.96,-1313997.61,0.49,0.0
0.11,-1314514.37,0.49,-0.01
0.1,-1315050.84,0.49,-0.01
0.52,-1316348.65,0.49,0.0
0.38,-1316425.88,0.49,0.0
0.92,-1317626.73,0.49,0.01
0.69,-1319190.4,0.49,-0.0
0.75,-1319335.11,0.49,0.0
0.8,-1319847.08,0.49,-0.0
0.11,-1320067.47,0.49,-0.01
0.38,-1320163.56,0.49,-0.01
0.16,-1321052.01,0.49,-0.0
0.28,-1322111.14,0.49,-0.01
0.14,-1322512.53,0.49,-0.0
0.21,-1322721.01,0.49,-0.01
0.26,-1322742.94,0.49,-0.01
0.18,-1323120.18,0.49,-0.01
0.12,-1324108.72,0.49,-0.0
0.97,-1324166.12,0.49,0.0
0.35,-1324686.29,0.49,-0.0
0.58,-1325247.53,0.49,-0.0
0.95,-1325365.24,0.49,0.01
0.2,-1325528.65,0.49,-0.01
0.96,-1325561.92,0.49,0.0
0.66,-1327445.24,0.49,-0.0
0.1,-1328221.12,0.49,-0.01
0.89,-1328736.56,0.49,0.01
0.11,-1329289.94,0.49,-0.01
0.35,-1329354.67,0.49,-0.01
0.29,-1329897.19,0.49,-0.01
0.09,-1331025.79,0.49,-0.01
0.15,-1332086.58,0.49,-0.0
0.46,-1333121.12,0.49,-0.01
0.12,-1333255.88,0.49,-0.0
0.13,-1334498.09,0.49,-0.0
0.42,-1334725.2,0.49,-0.01
0.71,-1335358.98,0.49,0.0
0.43,-1335385.83,0.49,-0.01
0.64,-1335389.04,0.49,0.0
0.2,-1335724.93,0.49,-0.0
0.62,-1335938.72,0.49,-0.0
0.52,-1336168.78,0.49,-0.01
0.65,-1336280.88,0.49,0.0
0.1,-1336770.47,0.49,-0.01
0.68,-1336986.32,0.49,0.0
0.09,-1337292.01,0.49,-0.01
0.45,-1337575.65,0.49,0.0
0.96,-1339681.57,0.49,0.01
0.09,-1341317.48,0.49,-0.01
0.14,-1342174.97,0.49,-0.01
0.89,-1342409.47,0.49,0.01
0.63,-1343228.98,0.49,0.0
0.94,-1343405.47,0.49,0.0
0.53,-1343696.39,0.49,-0.01
0.25,-1343940.64,0.49,-0.01
0.31,-1344527.6,0.49,-0.0
0.19,-1344667.09,0.49,-0.01
0.1,-1344897.7,0.49,-0.01
0.85,-1345215.24,0.49,-0.0
0.24,-1345333.61,0.49,-0.01
0.78,-1345791.57,0.49,-0.0
0.48,-1346106.11,0.49,-0.01
0.71,-1346240.65,0.49,0.0
0.55,-1346992.77,0.49,-0.01
0.8,-1347394.11,0.49,0.0
0.57,-1347539.35,0.49,0.0
0.78,-1348328.83,0.49,-0.0
0.13,-1348335.1,0.49,-0.0
0.82,-1348708.34,0.49,0.01
0.66,-1348745.47,0.49,-0.0
0.4,-1349155.67,0.49,-0.01
0.17,-1349206.0,0.49,-0.0
0.92,-1350214.16,0.49,-0.0
0.9,-1350343.65,0.49,0.01
0.51,-1350943.74,0.49,0.0
0.76,-1351040.66,0.49,0.0
0.58,-1352924.95,0.49,-0.0
0.15,-1353102.07,0.49,-0.0
0.29,-1353246.91,0.49,-0.0
0.38,-1353492.23,0.49,-0.01
0.11,-1353802.81,0.49,-0.01
0.45,-1353850.7,0.49,-0.01
0.88,-1354566.7,0.49,0.01
0.72,-1354585.85,0.49,-0.0
0.46,-1354738.98,0.49,-0.01
0.74,-1354866.76,0.49,-0.0
0.98,-1356646.09,0.49,0.01
0.12,-1357042.07,0.49,-0.01
0.27,-1357283.43,0.49,-0.0
0.8,-1357955.39,0.49,-0.0
0.93,-1358770.82,0.49,0.0
0.08,-1358817.03,0.49,-0.01
0.31,-1359581.58,0.49,-0.01
0.96,-1359612.45,0.49,0.0
0.33,-1359642.34,0.49,-0.01
0.25,-1359683.81,0.49,-0.0
0.24,-1360907.62,0.49,-0.01
0.81,-1360972.84,0.49,-0.0
0.17,-1361894.87,0.49,-0.01
0.75,-1361919.18,0.49,0.0
0.7,-1361963.23,0.49,-0.0
0.95,-1363049.4,0.49,0.0
0.11,-1363117.55,0.49,-0.0
0.32,-1363599.96,0.49,-0.01
0.36,-1363681.17,0.49,-0.01
0.53,-1364344.51,0.49,0.0
0.36,-1364533.36,0.49,-0.01
0.25,-1364816.23,0.49,-0.0
0.31,-1364917.81,0.49,-0.01
0.08,-1365128.33,0.49,-0.01
0.17,-1365536.94,0.49,-0.0
0.21,-1365724.7,0.49,-0.0
0.93,-1366664.92,0.49,0.0
0.31,-1367098.95,0.49,-0.01
0.96,-1367545.56,0.49,0.01
0.91,-1367563.57,0.49,0.01
0.15,-1368246.36,0.49,-0.01
0.61,-1368727.89,0.49,-0.0
0.31,-1369085.98,0.49,-0.01
0.8,-1369751.16,0.49,0.01
0.96,-1369923.29,0.49,0.0
0.09,-1370909.78,0.49,-0.01
0.55,-1371316.88,0.49,0.0
0.55,-1372308.2,0.49,-0.01
0.83,-1372525.36,0.49,-0.0
0.15,-1372614.87,0.49,-0.01
0.24,-1373174.96,0.49,-0.0
0.94,-1373304.42,0.49,0.01
0.09,-1373441.37,0.49,-0.01
0.65,-1373680.25,0.49,0.0
0.1,-1374893.78,0.49,-0.01
0.78,-1374916.55,0.49,0.0
0.35,-1376764.12,0.49,-0.01
0.18,-1377134.15,0.49,-0.0
0.81,-1377874.77,0.49,0.01
0.08,-1378257.88,0.49,-0.01
0.47,-1379346.07,0.49,0.0
0.7,-1379754.44,0.49,0.0
0.92,-1379802.69,0.49,0.01
0.08,-1380194.01,0.49,-0.01
0.08,-1380512.15,0.49,-0.01
0.75,-1380882.0,0.49,-0.0
0.79,-1382305.38,0.49,-0.0
0.14,-1383559.83,0.49,-0.01
0.7,-1383732.87,0.49,-0.0
0.59,-1384704.62,0.49,-0.0
0.65,-1384971.45,0.49,0.0
0.6,-1384986.87,0.49,-0.0
0.36,-1385443.18,0.49,0.0
1.0,-1385565.57,0.49,0.01
0.55,-1388534.25,0.49,-0.01
0.19,-1388906.38,0.49,-0.01
0.64,-1389925.93,0.49,0.0
0.97,-1390552.32,0.49,0.01
0.28,-1390902.61,0.49,-0.0
0.26,-1391013.01,0.49,-0.0
0.13,-1391060.19,0.49,-0.0
0.08,-1391778.68,0.49,-0.01
0.39,-1391794.85,0.49,-0.01
0.24,-1392150.8,0.49,-0.0
0.77,-1392182.79,0.49,-0.0
0.23,-1392304.45,0.49,-0.0
0.73,-1392612.77,0.49,0.0
0.97,-1392835.63,0.49,0.0
0.54,-1393122.26,0.49,-0.01
0.07,-1393709.5,0.49,-0.01
0.14,-1394095.23,0.49,-0.01
0.2,-1395120.24,0.49,-0.0
0.43,-1395335.86,0.49,-0.01
0.57,-1395379.54,0.49,-0.01
0.93,-1395851.45,0.49,0.01
0.11,-1397753.95,0.49,-0.0
0.2,-1398025.34,0.49,-0.01
0.16,-1398848.57,0.49,-0.01
0.88,-1399244.77,0.49,0.01
0.38,-1399309.43,0.49,-0.01
0.56,-1401251.08,0.49,-0.01
0.3,-1402848.42,0.49,-0.0
0.44,-1404285.16,0.49,0.0
0.31,-1404777.19,0.49,-0.0
0.65,-1405079.49,0.49,0.0
0.72,-1405593.39,0.49,0.0
0.82,-1405919.67,0.49,0.01
0.22,-1406450.63,0.49,-0.0
0.07,-1406745.61,0.49,-0.01
0.89,-1407011.36,0.49,-0.0
0.15,-1407250.42,0.49,-0.01
0.94,-1407592.06,0.49,0.01
0.88,-1407720.88,0.49,0.01
0.89,-1407775.39,0.49,0.01
0.21,-1408770.75,0.49,-0.0
0.18,-1408868.35,0.49,-0.01
0.94,-1409253.04,0.49,0.0
0.28,-1409265.66,0.49,-0.0
0.58,-1410939.82,0.49,-0.0
0.69,-1411420.03,0.49,-0.0
0.4,-1413056.67,0.49,-0.01
0.28,-1413759.46,0.49,-0.0
0.66,-1413855.06,0.49,-0.0
0.06,-1413919.23,0.49,-0.01
0.28,-1413989.25,0.49,-0.0
0.38,-1415261.82,0.49,0.0
0.49,-1415352.6,0.49,0.0
0.1,-1415589.41,0.49,-0.01
0.71,-1415795.6,0.49,0.0
0.81,-1416742.57,0.49,0.01
0.78,-1418257.74,0.49,-0.0
0.23,-1418812.55,0.49,-0.01
0.21,-1420230.08,0.49,-0.0
0.08,-1421169.75,0.49,-0.01
0.17,-1421760.25,0.49,-0.01
0.67,-1422307.56,0.49,-0.0
0.26,-1422387.1,0.49,-0.0
0.63,-1423453.73,0.49,-0.0
0.82,-1423898.87,0.49,0.01
0.94,-1424459.52,0.49,0.01
0.61,-1424514.23,0.49,-0.0
0.35,-1424921.71,0.49,0.0
0.61,-1425116.5,0.49,0.0
0.71,-1425510.17,0.49,0.0
0.23,-1426156.49,0.49,-0.0
0.42,-1426181.51,0.49,-0.01
0.11,-1426269.16,0.49,-0.0
0.61,-1426389.87,0.49,0.0
0.6,-1426444.09,0.49,0.0
0.77,-1426554.74,0.49,-0.0
0.91,-1427633.64,0.49,-0.0
0.25,-1428669.71,0.49,-0.0
0.95,-1430695.6,0.49,0.0
0.96,-1431942.4,0.49,0.01
0.06,-1432474.61,0.49,-0.01
0.91,-1432757.7,0.49,0.01
0.07,-1433357.61,0.49,-0.01
0.65,-1433902.67,0.49,0.0
0.3,-1434131.99,0.49,-0.0
0.7,-1435110.66,0.49,-0.0
0.77,-1435381.54,0.49,-0.0
0.14,-1435435.62,0.49,-0.0
0.08,-1436047.06,0.49,-0.01
0.64,-1436666.34,0.49,-0.0
0.94,-1436938.28,0.49,0.01
0.53,-1437031.19,0.49,-0.01
0.74,-1438009.64,0.49,-0.0
0.12,-1438030.19,0.49,-0.01
0.33,-1438330.46,0.49,-0.0
0.19,-1438607.29,0.49,-0.0
0.72,-1438767.93,0.49,-0.0
0.13,-1438904.09,0.49,-0.01
0.7,-1439533.19,0.49,0.0
0.92,-1440080.85,0.49,0.01
0.9,-1440164.52,0.49,-0.0
0.14,-1440791.15,0.49,-0.0
0.54,-1440992.83,0.49,0.0
0.15,-1441095.84,0.49,-0.0
0.27,-1441847.94,0.49,-0.01
0.36,-1442050.5,0.49,0.0
0.08,-1442565.15,0.49,-0.01
0.94,-1443181.68,0.49,-0.0
0.98,-1443255.25,0.49,0.0
0.1,-1443493.71,0.49,-0.0
0.06,-1445079.79,0.49,-0.01
0.7,-1445698.62,0.49,-0.0
0.18,-1445862.71,0.49,-0.01
0.37,-1446654.62,0.49,0.0
0.68,-1447207.16,0.49,0.0
0.81,-1447960.38,0.49,-0.0
0.22,-1448466.53,0.49,-0.01
0.3,-1448521.97,0.49,-0.0
0.34,-1448672.51,0.49,-0.01
0.45,-1448792.13,0.49,0.0
0.06,-1449266.05,0.49,-0.01
0.99,-1449282.26,0.49,0.01
0.65,-1449556.73,0.49,-0.0
0.38,-1450571.26,0.49,-0.01
0.56,-1450816.17,0.49,0.0
0.54,-1451334.43,0.49,0.0
0.32,-1451374.64,0.49,-0.0
0.94,-1452733.41,0.49,-0.0
0.71,-1452893.67,0.49,-0.0
0.94,-1452913.69,0.49,0.01
0.6,-1455014.29,0.49,0.0
0.98,-1457538.64,0.49,0.01
0.17,-1458763.97,0.49,-0.0
0.25,-1459199.56,0.49,-0.0
0.06,-1459665.94,0.49,-0.01
0.8,-1461418.74,0.49,0.01
0.16,-1461440.13,0.49,-0.0
0.05,-1461464.46,0.49,-0.01
0.63,-1461972.36,0.49,0.0
0.6,-1462569.16,0.49,-0.0
0.73,-1463700.23,0.49,0.0
0.26,-1464382.24,0.49,-0.01
0.58,-1465519.91,0.49,-0.01
0.43,-1465829.85,0.49,0.0
0.29,-1465940.93,0.49,-0.0
0.85,-1466034.01,0.49,0.01
0.59,-1466387.1,0.49,-0.01
0.29,-1467003.21,0.49,-0.0
0.71,-1467215.67,0.49,0.0
0.44,-1467769.63,0.49,-0.01
0.94,-1467846.52,0.49,0.0
0.06,-1468826.45,0.49,-0.01
0.59,-1469616.63,0.49,0.0
0.57,-1470067.79,0.49,0.0
0.98,-1470121.4,0.49,0.01
0.95,-1471289.22,0.49,0.0
1.0,-1471960.56,0.49,0.01
0.13,-1472665.22,0.49,-0.0
0.64,-1474083.87,0.49,0.0
0.32,-1477566.35,0.49,-0.01
0.47,-1477799.72,0.49,-0.01
0.11,-1479082.43,0.49,-0.0
0.96,-1479847.46,0.49,0.01
0.07,-1480101.74,0.49,-0.01
0.76,-1480442.39,0.49,-0.0
0.73,-1480567.94,0.49,0.0
0.3,-1480635.27,0.49,-0.01
0.22,-1480635.35,0.49,-0.0
0.28,-1481216.44,0.49,-0.0
0.1,-1481217.7,0.49,-0.0
0.29,-1481427.06,0.49,-0.01
0.47,-1481555.48,0.49,0.0
0.43,-1482573.86,0.49,-0.01
0.93,-1482974.89,0.49,0.01
0.29,-1483435.09,0.49,-0.01
0.08,-1483888.06,0.49,-0.0
0.08,-1484144.3,0.49,-0.0
0.05,-1486981.84,0.49,-0.01
0.06,-1487361.15,0.49,-0.01
0.92,-1487388.42,0.49,-0.0
0.82,-1487701.42,0.49,0.01
0.29,-1487742.47,0.49,-0.0
0.07,-1487802.83,0.49,-0.01
0.56,-1487914.83,0.49,0.0
0.06,-1488068.66,0.49,-0.01
0.15,-1488611.04,0.49,-0.0
0.63,-1489292.2,0.49,0.0
0.35,-1489305.07,0.49,0.0
0.81,-1489466.41,0.49,0.01
0.86,-1489760.75,0.49,-0.0
0.98,-1489992.99,0.49,0.01
0.21,-1491091.45,0.49,-0.0
0.97,-1492364.48,0.49,0.01
0.8,-1492966.77,0.49,0.01
0.04,-1492970.07,0.49,-0.01
0.59,-1493001.58,0.49,-0.01
0.28,-1494174.46,0.49,-0.01
0.38,-1494858.37,0.49,-0.01
0.05,-1495057.5,0.49,-0.01
0.06,-1497249.11,0.49,-0.01
0.88,-1498266.57,0.49,0.01
0.89,-1498272.43,0.49,0.01
0.27,-1499859.6,0.49,-0.0
0.92,-1500192.38,0.49,0.01
0.72,-1500349.42,0.49,-0.0
0.04,-1501328.91,0.49,-0.01
0.82,-1501759.79,0.49,-0.0
0.07,-1502621.43,0.49,-0.01
0.97,-1502756.69,0.49,0.0
0.7,-1504128.84,0.49,0.0
0.3,-1504211.05,0.49,-0.01
0.1,-1505628.27,0.49,-0.0
0.83,-1505644.0,0.49,-0.0
0.48,-1506361.31,0.49,-0.01
0.74,-1506998.97,0.49,0.01
0.09,-1507195.17,0.49,-0.0
0.96,-1507918.07,0.49,0.01
0.78,-1507969.88,0.49,0.01
0.34,-1508067.84,0.49,-0.01
0.76,-1508082.92,0.49,0.01
0.04,-1508484.78,0.49,-0.01
0.86,-1509096.76,0.49,-0.0
0.19,-1509399.46,0.49,-0.0
0.99,-1509942.78,0.49,0.0
0.04,-1510514.31,0.49,-0.01
0.94,-1510605.76,0.49,-0.0
0.05,-1511073.3,0.49,-0.01
0.84,-1512243.0,0.49,0.01
0.05,-1512423.42,0.49,-0.01
0.58,-1512439.94,0.49,-0.01
0.09,-1512717.64,0.49,-0.0
0.04,-1512772.93,0.49,-0.01
0.19,-1512823.61,0.49,-0.0
0.86,-1513222.61,0.49,0.01
0.04,-1513304.51,0.49,-0.01
0.73,-1513974.87,0.49,-0.0
0.27,-1514480.12,0.49,-0.0
0.52,-1515275.76,0.49,-0.01
0.11,-1515609.16,0.49,-0.0
0.05,-1515866.04,0.49,-0.01
0.04,-1516898.52,0.49,-0.01
0.03,-1517039.8,0.49,-0.01
0.86,-1518637.33,0.49,0.01
0.58,-1519276.2,0.49,-0.01
0.99,-1519415.42,0.49,0.0
0.79,-1519552.34,0.49,-0.0
0.82,-1520036.54,0.49,-0.0
0.81,-1520054.28,0.49,0.01
0.46,-1521227.35,0.49,0.0
0.83,-1521354.89,0.49,0.01
0.05,-1521670.22,0.49,-0.01
0.6,-1521990.37,0.49,0.0
0.49,-1522064.22,0.49,-0.01
0.56,-1522093.31,0.49,-0.01
1.0,-1522471.27,0.49,0.01
0.51,-1523347.51,0.49,-0.01
0.35,-1523504.41,0.49,-0.01
0.89,-1524954.27,0.49,0.01
0.42,-1525439.74,0.49,-0.01
0.39,-1526808.83,0.49,0.0
0.16,-1527290.86,0.49,-0.0
0.96,-1528092.84,0.49,0.01
0.98,-1528253.36,0.49,0.0
0.54,-1528985.17,0.49,-0.01
0.07,-1531544.94,0.49,-0.0
0.58,-1533045.13,0.49,0.0
0.91,-1534483.93,0.49,0.01
0.05,-1535093.74,0.49,-0.01
0.61,-1535951.83,0.49,0.0
0.6,-1536529.53,0.49,0.0
0.07,-1537267.35,0.49,-0.0
0.8,-1537807.93,0.49,0.01
0.03,-1538709.28,0.49,-0.01
0.49,-1539514.9,0.49,0.0
0.09,-1541341.61,0.49,-0.0
0.96,-1543852.93,0.49,0.0
0.99,-1544231.95,0.49,0.0
0.11,-1544243.02,0.49,-0.0
0.08,-1545718.36,0.49,-0.0
0.47,-1545848.83,0.49,-0.01
0.23,-1546236.24,0.49,-0.0
1.0,-1547863.61,0.49,0.01
0.93,-1547921.41,0.49,-0.0
0.73,-1548034.89,0.49,-0.0
0.62,-1548234.65,0.49,-0.0
0.86,-1548299.89,0.49,0.01
0.36,-1549983.05,0.49,-0.01
0.1,-1551183.81,0.49,-0.0
0.67,-1551303.23,0.49,0.0
0.63,-1551727.6,0.49,-0.0
0.98,-1552431.33,0.49,0.01
0.71,-1552493.46,0.49,0.0
0.47,-1552552.79,0.49,0.0
0.99,-1552723.99,0.49,0.01
0.35,-1554303.5,0.49,-0.01
0.53,-1554335.14,0.49,0.0
0.17,-1554757.99,0.49,-0.0
0.93,-1556244.04,0.49,-0.0
0.61,-1556536.11,0.49,-0.01
0.75,-1557310.66,0.49,-0.0
0.94,-1559432.58,0.49,0.01
0.23,-1562488.99,0.49,-0.0
0.02,-1562771.73,0.49,-0.01
0.51,-1562823.3,0.49,0.0
0.26,-1563440.24,0.49,-0.0
0.45,-1563594.78,0.49,0.0
0.77,-1563941.24,0.49,0.01
0.2,-1564261.11,0.49,-0.0
0.02,-1566499.51,0.49,-0.01
0.56,-1567401.64,0.49,-0.01
0.97,-1567736.54,0.49,0.0
0.62,-1568194.04,0.49,-0.0
