Snow ratio,Log likelihood,Error std,O18 lapse rate
0.57,-893606.61,0.49,-0.0
0.87,-893877.5,0.49,0.0
0.75,-894064.25,0.49,0.0
0.27,-894206.02,0.49,-0.0
0.45,-895061.1,0.49,-0.0
0.59,-895834.43,0.49,-0.0
0.41,-896335.58,0.49,-0.0
0.27,-896685.07,0.49,-0.0
0.87,-897346.59,0.49,0.0
0.27,-898150.16,0.49,-0.0
0.42,-898663.71,0.49,-0.0
0.83,-899119.99,0.49,0.0
0.27,-899914.31,0.49,-0.0
0.53,-900158.97,0.49,0.0
0.86,-900628.55,0.49,0.0
0.88,-900769.89,0.49,0.0
0.27,-900878.4,0.49,-0.0
0.41,-901241.58,0.49,-0.0
0.4,-901749.27,0.49,-0.0
0.37,-901916.24,0.49,-0.0
0.28,-902087.23,0.49,-0.0
0.88,-902146.12,0.49,0.0
0.74,-902661.3,0.49,-0.0
0.86,-902902.7,0.49,0.0
0.27,-903001.34,0.49,-0.0
0.26,-903387.03,0.49,-0.0
0.54,-904625.58,0.49,0.0
0.52,-904874.77,0.49,-0.0
0.41,-904914.9,0.49,-0.0
0.6,-907239.37,0.49,-0.0
0.46,-909371.34,0.49,0.0
0.86,-909668.15,0.49,0.0
0.76,-909732.15,0.49,0.0
0.62,-910346.46,0.49,-0.0
0.26,-910515.9,0.49,-0.0
0.85,-911068.98,0.49,0.0
0.35,-911188.59,0.49,-0.0
0.31,-911406.47,0.49,-0.01
0.77,-912166.79,0.49,-0.0
0.89,-912475.39,0.49,0.0
0.48,-912699.77,0.49,-0.0
0.26,-912733.19,0.49,-0.0
0.41,-912768.44,0.49,-0.0
0.88,-912776.66,0.49,0.0
0.85,-913443.63,0.49,0.0
0.44,-914518.48,0.49,-0.0
0.49,-914754.8,0.49,0.0
0.87,-914856.42,0.49,0.0
0.54,-916102.74,0.49,-0.0
0.5,-917027.17,0.49,-0.0
0.75,-917090.47,0.49,-0.0
0.26,-917366.53,0.49,-0.0
0.28,-917578.21,0.49,-0.0
0.31,-917784.58,0.49,-0.01
0.53,-917819.93,0.49,0.0
0.49,-918228.99,0.49,-0.0
0.9,-918885.49,0.49,0.0
0.8,-918899.31,0.49,0.0
0.43,-918915.93,0.49,-0.0
0.29,-919737.54,0.49,-0.0
0.3,-920379.84,0.49,-0.01
0.83,-920666.26,0.49,0.0
0.77,-921386.04,0.49,-0.0
0.4,-921627.33,0.49,-0.0
0.6,-923080.44,0.49,-0.0
0.68,-923258.22,0.49,0.0
0.69,-923354.65,0.49,0.0
0.32,-923554.24,0.49,-0.01
0.26,-924411.45,0.49,-0.0
0.6,-925119.97,0.49,-0.0
0.53,-925288.49,0.49,0.0
0.28,-925808.24,0.49,-0.0
0.43,-925927.3,0.49,-0.0
0.53,-926774.66,0.49,0.0
0.27,-927196.66,0.49,-0.01
0.29,-927305.21,0.49,-0.01
0.73,-927826.87,0.49,0.0
0.88,-928334.0,0.49,0.0
0.27,-928658.72,0.49,-0.01
0.27,-928877.77,0.49,-0.01
0.37,-929432.9,0.49,-0.01
0.47,-929576.19,0.49,-0.0
0.86,-929701.28,0.49,0.0
0.35,-929776.14,0.49,-0.0
0.32,-930173.35,0.49,-0.01
0.9,-930452.35,0.49,0.0
0.62,-930671.88,0.49,0.0
0.59,-930990.09,0.49,-0.0
0.29,-931095.77,0.49,-0.01
0.73,-931239.53,0.49,0.0
0.68,-931597.83,0.49,-0.0
0.86,-931640.97,0.49,0.0
0.87,-931801.66,0.49,0.0
0.86,-933520.41,0.49,0.0
0.54,-934008.3,0.49,-0.0
0.88,-934352.35,0.49,0.0
0.45,-934394.85,0.49,0.0
0.58,-935417.69,0.49,0.0
0.84,-935499.14,0.49,0.0
0.77,-935890.4,0.49,-0.0
0.29,-936019.76,0.49,-0.01
0.25,-936031.22,0.49,-0.0
0.83,-936032.26,0.49,-0.0
0.29,-936581.79,0.49,-0.0
0.67,-937981.81,0.49,0.0
0.88,-938707.14,0.49,0.0
0.63,-938859.74,0.49,-0.0
0.43,-939956.83,0.49,-0.0
0.39,-940048.07,0.49,-0.0
0.77,-940056.22,0.49,-0.0
0.49,-940263.83,0.49,0.0
0.74,-940267.35,0.49,0.0
0.54,-940425.71,0.49,0.0
0.57,-940633.52,0.49,0.0
0.73,-941007.83,0.49,0.0
0.89,-941923.65,0.49,0.0
0.88,-942098.89,0.49,0.0
0.84,-942234.79,0.49,0.0
0.29,-942569.1,0.49,-0.01
0.65,-942644.19,0.49,0.0
0.91,-943178.88,0.49,0.0
0.31,-943336.98,0.49,-0.01
0.57,-944312.04,0.49,0.0
0.41,-944859.47,0.49,-0.0
0.9,-944878.14,0.49,0.0
0.65,-944991.94,0.49,0.0
0.32,-945201.15,0.49,-0.01
0.29,-945722.93,0.49,-0.01
0.73,-945968.09,0.49,0.0
0.56,-946282.21,0.49,-0.0
0.38,-946441.19,0.49,-0.0
0.71,-946551.88,0.49,0.0
0.6,-947907.47,0.49,-0.0
0.71,-948010.98,0.49,-0.0
0.81,-948308.44,0.49,-0.0
0.41,-948357.59,0.49,-0.01
0.57,-950153.04,0.49,-0.0
0.6,-950784.12,0.49,0.0
0.9,-951281.43,0.49,0.0
0.34,-951872.58,0.49,-0.0
0.26,-951950.0,0.49,-0.01
0.34,-952486.19,0.49,-0.01
0.91,-952907.39,0.49,0.0
0.8,-953466.98,0.49,0.0
0.81,-954751.43,0.49,0.0
0.24,-956507.7,0.49,-0.0
0.28,-957389.61,0.49,-0.0
0.86,-957429.84,0.49,0.0
0.48,-957476.04,0.49,-0.0
0.91,-958766.82,0.49,0.0
0.24,-958786.95,0.49,-0.0
0.27,-959263.92,0.49,-0.0
0.89,-959372.4,0.49,0.0
0.25,-960131.47,0.49,-0.0
0.53,-960256.38,0.49,-0.0
0.89,-960300.93,0.49,0.0
0.31,-960635.63,0.49,-0.0
0.62,-960742.45,0.49,-0.0
0.75,-961088.78,0.49,0.0
0.55,-961224.79,0.49,-0.0
0.24,-961413.87,0.49,-0.0
0.28,-961481.7,0.49,-0.0
0.91,-963211.45,0.49,0.0
0.35,-963407.46,0.49,-0.0
0.35,-963624.99,0.49,-0.01
0.4,-964201.44,0.49,-0.0
0.86,-964237.62,0.49,0.0
0.41,-964489.8,0.49,-0.01
0.28,-965318.77,0.49,-0.0
0.86,-965427.39,0.49,0.0
0.9,-965603.38,0.49,0.0
0.24,-965776.51,0.49,-0.0
0.26,-966069.87,0.49,-0.0
0.8,-966754.19,0.49,0.0
0.24,-966886.52,0.49,-0.01
0.85,-967966.67,0.49,0.0
0.89,-968007.65,0.49,0.0
0.32,-968649.31,0.49,-0.0
0.59,-968685.83,0.49,-0.0
0.92,-969799.69,0.49,0.0
0.33,-970613.64,0.49,-0.01
0.4,-970802.94,0.49,-0.01
0.89,-971309.16,0.49,0.0
0.53,-971358.11,0.49,0.0
0.3,-971844.69,0.49,-0.0
0.55,-973023.0,0.49,-0.0
0.29,-973426.93,0.49,-0.01
0.6,-973590.13,0.49,-0.0
0.77,-974099.75,0.49,-0.0
0.65,-974603.05,0.49,-0.0
0.92,-974920.24,0.49,0.0
0.79,-975199.34,0.49,-0.0
0.68,-975721.78,0.49,0.0
0.92,-975753.55,0.49,0.0
0.26,-976212.19,0.49,-0.0
0.78,-977288.72,0.49,0.0
0.49,-977342.08,0.49,0.0
0.28,-977374.23,0.49,-0.01
0.25,-977817.41,0.49,-0.0
0.82,-978172.62,0.49,0.0
0.24,-978861.77,0.49,-0.01
0.91,-979463.74,0.49,0.0
0.23,-979632.68,0.49,-0.0
0.23,-979661.2,0.49,-0.01
0.23,-980095.97,0.49,-0.0
0.58,-980610.11,0.49,-0.0
0.83,-981249.63,0.49,-0.0
0.32,-981461.41,0.49,-0.0
0.57,-982791.78,0.49,-0.0
0.58,-982950.29,0.49,0.0
0.23,-983337.4,0.49,-0.01
0.87,-984908.28,0.49,0.0
0.87,-985234.92,0.49,0.0
0.23,-985663.19,0.49,-0.0
0.66,-986347.97,0.49,-0.0
0.29,-986629.2,0.49,-0.0
0.73,-986859.96,0.49,0.0
0.35,-986863.26,0.49,-0.0
0.32,-987183.71,0.49,-0.0
0.92,-987475.16,0.49,0.0
0.52,-987523.62,0.49,0.0
0.23,-987677.41,0.49,-0.0
0.29,-987919.58,0.49,-0.0
0.68,-988111.4,0.49,0.0
0.58,-988847.6,0.49,0.0
0.89,-989153.99,0.49,0.0
0.88,-989374.29,0.49,0.0
0.72,-989401.3,0.49,0.0
0.43,-989806.11,0.49,-0.01
0.9,-990803.47,0.49,0.0
0.67,-991267.09,0.49,0.0
0.87,-991828.25,0.49,0.0
0.32,-992214.96,0.49,-0.0
0.22,-992411.66,0.49,-0.0
0.64,-992645.22,0.49,0.0
0.48,-992676.15,0.49,-0.0
0.65,-992771.15,0.49,0.0
0.6,-993142.0,0.49,-0.0
0.55,-993535.15,0.49,0.0
0.92,-993571.17,0.49,0.0
0.55,-996000.32,0.49,0.0
0.73,-996528.32,0.49,-0.0
0.23,-996787.69,0.49,-0.0
0.9,-999165.4,0.49,0.0
0.36,-999607.51,0.49,-0.01
0.54,-1000379.85,0.49,-0.0
0.88,-1000434.44,0.49,0.0
0.22,-1000469.46,0.49,-0.0
0.93,-1000521.11,0.49,0.0
0.93,-1000578.42,0.49,0.0
0.47,-1000805.36,0.49,0.0
0.61,-1001340.32,0.49,0.0
0.37,-1001539.02,0.49,-0.01
0.53,-1001710.02,0.49,0.0
0.49,-1002110.14,0.49,0.0
0.8,-1002163.33,0.49,0.0
0.23,-1002595.72,0.49,-0.0
0.47,-1002698.33,0.49,0.0
0.44,-1004036.95,0.49,0.0
0.93,-1004520.19,0.49,0.0
0.54,-1005039.04,0.49,0.0
0.77,-1005195.95,0.49,0.0
0.42,-1005764.16,0.49,-0.01
0.21,-1005860.77,0.49,-0.01
0.88,-1006308.64,0.49,0.0
0.21,-1007134.81,0.49,-0.01
0.65,-1008470.91,0.49,0.0
0.27,-1008528.95,0.49,-0.0
0.55,-1008635.8,0.49,-0.0
0.39,-1009221.85,0.49,-0.01
0.93,-1009268.59,0.49,0.0
0.4,-1009446.14,0.49,-0.0
0.57,-1009926.37,0.49,-0.0
0.62,-1010183.07,0.49,0.0
0.92,-1010804.89,0.49,0.0
0.88,-1010811.73,0.49,0.0
0.56,-1011596.03,0.49,0.0
0.31,-1011918.01,0.49,-0.01
0.23,-1011919.77,0.49,-0.0
0.92,-1012387.77,0.49,0.0
0.3,-1012928.2,0.49,-0.01
0.93,-1013209.11,0.49,0.0
0.44,-1013342.72,0.49,0.0
0.33,-1013675.49,0.49,-0.01
0.36,-1013756.52,0.49,-0.01
0.86,-1014562.53,0.49,0.0
0.42,-1016252.84,0.49,-0.01
0.56,-1017095.82,0.49,0.0
0.42,-1017433.58,0.49,-0.01
0.85,-1017466.13,0.49,0.0
0.4,-1017508.61,0.49,-0.0
0.8,-1017639.7,0.49,0.0
0.35,-1017851.34,0.49,-0.01
0.56,-1018624.3,0.49,0.0
0.26,-1018787.65,0.49,-0.0
0.21,-1019075.58,0.49,-0.01
0.7,-1019152.64,0.49,0.0
0.34,-1019182.98,0.49,-0.0
0.93,-1019242.42,0.49,0.0
0.28,-1020361.43,0.49,-0.01
0.23,-1020714.79,0.49,-0.01
0.74,-1020893.54,0.49,0.0
0.35,-1021082.38,0.49,-0.0
0.27,-1021110.34,0.49,-0.0
0.23,-1021568.17,0.49,-0.0
0.47,-1021618.97,0.49,-0.0
0.23,-1021690.25,0.49,-0.0
0.29,-1022015.21,0.49,-0.0
0.37,-1022109.95,0.49,-0.0
0.93,-1022484.53,0.49,0.0
0.93,-1023397.32,0.49,0.0
0.42,-1024714.76,0.49,-0.0
0.56,-1025173.34,0.49,0.0
0.24,-1025191.62,0.49,-0.01
0.3,-1025932.79,0.49,-0.01
0.93,-1025951.12,0.49,0.0
0.32,-1025965.46,0.49,-0.01
0.84,-1026111.74,0.49,0.0
0.7,-1026385.33,0.49,0.0
0.56,-1026831.53,0.49,-0.0
0.64,-1027033.65,0.49,-0.0
0.65,-1027502.82,0.49,0.0
0.21,-1027558.67,0.49,-0.0
0.54,-1028448.95,0.49,0.0
0.38,-1028458.48,0.49,-0.01
0.41,-1029680.12,0.49,-0.01
0.38,-1030116.28,0.49,-0.0
0.25,-1030186.62,0.49,-0.0
0.92,-1031110.32,0.49,0.0
0.89,-1031358.97,0.49,0.0
0.53,-1031598.87,0.49,-0.0
0.76,-1032070.83,0.49,-0.0
0.62,-1032183.81,0.49,0.0
0.86,-1032340.8,0.49,0.0
0.89,-1032573.08,0.49,0.0
0.68,-1032919.82,0.49,-0.0
0.37,-1033155.82,0.49,-0.01
0.82,-1033658.12,0.49,0.0
0.3,-1034067.1,0.49,-0.01
0.8,-1034597.5,0.49,0.0
0.26,-1034640.86,0.49,-0.0
0.27,-1034975.99,0.49,-0.01
0.25,-1035223.68,0.49,-0.01
0.63,-1035569.46,0.49,0.0
0.69,-1036125.46,0.49,-0.0
0.84,-1036187.55,0.49,-0.0
0.42,-1036499.23,0.49,-0.0
0.55,-1036577.8,0.49,-0.0
0.22,-1036629.74,0.49,-0.0
0.59,-1036924.08,0.49,0.0
0.22,-1038617.38,0.49,-0.0
0.33,-1039297.94,0.49,-0.0
0.71,-1040194.08,0.49,0.0
0.45,-1040334.22,0.49,0.0
0.75,-1040375.14,0.49,-0.0
0.2,-1041483.7,0.49,-0.01
0.2,-1041556.65,0.49,-0.0
0.74,-1041716.01,0.49,-0.0
0.23,-1042056.95,0.49,-0.0
0.34,-1042266.05,0.49,-0.01
0.7,-1042817.76,0.49,-0.0
0.83,-1043065.94,0.49,0.0
0.7,-1043521.76,0.49,-0.0
0.31,-1043649.77,0.49,-0.01
0.29,-1043874.1,0.49,-0.01
0.84,-1043890.79,0.49,0.0
0.45,-1044318.87,0.49,-0.01
0.75,-1044790.95,0.49,-0.0
0.78,-1044850.29,0.49,-0.0
0.94,-1045278.49,0.49,0.0
0.39,-1045554.19,0.49,-0.0
0.29,-1045802.81,0.49,-0.01
0.54,-1046654.77,0.49,0.0
0.25,-1046754.32,0.49,-0.01
0.72,-1047442.96,0.49,0.0
0.67,-1047623.86,0.49,0.0
0.77,-1047742.99,0.49,-0.0
0.94,-1047851.19,0.49,0.0
0.78,-1048002.97,0.49,-0.0
0.75,-1048035.69,0.49,0.0
0.37,-1048726.89,0.49,-0.0
0.8,-1049162.09,0.49,-0.0
0.6,-1049621.88,0.49,0.0
0.23,-1049683.73,0.49,-0.0
0.42,-1049952.64,0.49,0.0
0.49,-1050530.34,0.49,-0.0
0.9,-1050802.28,0.49,0.0
0.94,-1050875.57,0.49,0.0
0.55,-1051407.67,0.49,0.0
0.64,-1051567.34,0.49,-0.0
0.94,-1051736.79,0.49,0.0
0.22,-1051988.94,0.49,-0.01
0.3,-1052237.76,0.49,-0.0
0.93,-1052875.28,0.49,0.0
0.95,-1052915.57,0.49,0.0
0.92,-1053500.42,0.49,0.0
0.2,-1053779.27,0.49,-0.01
0.56,-1054291.77,0.49,-0.0
0.94,-1055680.64,0.49,0.0
0.26,-1055903.27,0.49,-0.01
0.57,-1056162.84,0.49,0.0
0.32,-1056840.62,0.49,-0.0
0.9,-1057778.05,0.49,0.0
0.79,-1057870.69,0.49,-0.0
0.91,-1058557.78,0.49,0.0
0.35,-1060109.53,0.49,-0.01
0.93,-1060790.94,0.49,0.0
0.62,-1060941.34,0.49,0.0
0.25,-1061118.4,0.49,-0.0
0.22,-1061583.19,0.49,-0.01
0.27,-1061905.39,0.49,-0.01
0.42,-1062045.82,0.49,0.0
0.68,-1062047.71,0.49,-0.0
0.81,-1064436.92,0.49,-0.0
0.57,-1064718.71,0.49,-0.0
0.57,-1065124.03,0.49,-0.0
0.94,-1065215.27,0.49,0.0
0.52,-1065256.56,0.49,-0.0
0.65,-1065492.45,0.49,-0.0
0.73,-1065728.34,0.49,-0.0
0.9,-1066284.65,0.49,0.0
0.21,-1066422.11,0.49,-0.01
0.8,-1066816.07,0.49,0.0
0.42,-1066878.83,0.49,-0.01
0.38,-1066964.84,0.49,-0.01
0.81,-1067015.08,0.49,-0.0
0.45,-1067214.3,0.49,0.0
0.28,-1068740.8,0.49,-0.01
0.95,-1068862.66,0.49,0.0
0.59,-1069372.43,0.49,-0.0
0.86,-1069450.28,0.49,0.0
0.43,-1069557.14,0.49,0.0
0.91,-1070379.08,0.49,0.0
0.8,-1070456.81,0.49,0.0
0.38,-1070547.49,0.49,-0.0
0.39,-1070925.25,0.49,-0.01
0.92,-1071183.27,0.49,0.0
0.75,-1071952.53,0.49,0.0
0.62,-1072596.81,0.49,0.0
0.2,-1072686.18,0.49,-0.0
0.42,-1073155.93,0.49,0.0
0.19,-1073220.55,0.49,-0.01
0.6,-1073250.67,0.49,0.0
0.52,-1074061.33,0.49,0.0
0.18,-1074550.43,0.49,-0.01
0.41,-1076179.29,0.49,-0.0
0.19,-1076885.44,0.49,-0.01
0.92,-1077037.48,0.49,0.0
0.71,-1077301.99,0.49,-0.0
0.21,-1078365.8,0.49,-0.01
0.88,-1078618.08,0.49,0.0
0.91,-1078972.8,0.49,0.0
0.37,-1079817.84,0.49,-0.01
0.59,-1080900.63,0.49,-0.0
0.44,-1081122.04,0.49,-0.01
0.72,-1081134.94,0.49,-0.0
0.81,-1083252.28,0.49,0.0
0.84,-1083616.57,0.49,0.0
0.91,-1083806.59,0.49,0.0
0.19,-1084089.1,0.49,-0.0
0.71,-1084194.46,0.49,-0.0
0.23,-1085550.13,0.49,-0.0
0.19,-1086117.74,0.49,-0.01
0.87,-1086307.49,0.49,-0.0
0.71,-1087417.11,0.49,0.0
0.5,-1087591.59,0.49,0.0
0.94,-1088318.23,0.49,0.0
0.18,-1089089.6,0.49,-0.01
0.64,-1089164.08,0.49,0.0
0.18,-1089611.64,0.49,-0.01
0.73,-1090022.38,0.49,-0.0
0.96,-1090494.98,0.49,0.0
0.22,-1090769.2,0.49,-0.01
0.51,-1092367.83,0.49,0.0
0.18,-1092426.3,0.49,-0.01
0.7,-1092673.26,0.49,0.0
0.57,-1092808.18,0.49,0.0
0.49,-1093692.32,0.49,-0.01
0.88,-1093836.88,0.49,0.0
0.64,-1094446.08,0.49,-0.0
0.33,-1094841.9,0.49,-0.01
0.24,-1095059.12,0.49,-0.01
0.84,-1095580.14,0.49,0.0
0.76,-1095916.41,0.49,-0.0
0.76,-1096402.9,0.49,-0.0
0.96,-1096771.11,0.49,0.0
0.88,-1096992.09,0.49,0.0
0.35,-1097595.6,0.49,-0.0
0.4,-1097905.64,0.49,-0.01
0.51,-1097977.45,0.49,0.0
0.95,-1098019.31,0.49,0.0
0.52,-1098169.26,0.49,-0.0
0.19,-1098224.15,0.49,-0.0
0.2,-1098237.75,0.49,-0.01
0.9,-1098302.64,0.49,0.0
0.32,-1098909.38,0.49,-0.01
0.55,-1099612.94,0.49,0.0
0.18,-1099730.19,0.49,-0.01
0.48,-1100555.13,0.49,-0.01
0.87,-1101373.5,0.49,0.0
0.75,-1101380.38,0.49,0.0
0.26,-1101877.16,0.49,-0.0
0.5,-1102179.94,0.49,-0.0
0.9,-1103323.77,0.49,0.0
0.23,-1103501.85,0.49,-0.01
0.41,-1103995.42,0.49,0.0
0.46,-1104215.17,0.49,0.0
0.42,-1104652.67,0.49,0.0
0.63,-1104852.64,0.49,0.0
0.21,-1106237.34,0.49,-0.0
0.53,-1106274.21,0.49,-0.0
0.81,-1106346.47,0.49,0.0
0.18,-1106540.95,0.49,-0.0
0.2,-1106565.55,0.49,-0.0
0.83,-1107664.88,0.49,-0.0
0.21,-1107838.39,0.49,-0.01
0.65,-1108266.02,0.49,-0.0
0.89,-1108969.73,0.49,0.0
0.69,-1109323.66,0.49,0.0
0.31,-1109881.83,0.49,-0.0
0.38,-1110105.36,0.49,-0.01
0.67,-1110480.58,0.49,-0.0
0.86,-1110990.84,0.49,-0.0
0.21,-1111069.72,0.49,-0.01
0.79,-1112395.87,0.49,0.0
0.96,-1113739.19,0.49,0.0
0.92,-1114651.35,0.49,0.0
0.2,-1115845.15,0.49,-0.0
0.5,-1115962.09,0.49,-0.0
0.35,-1117249.22,0.49,-0.0
0.92,-1117721.44,0.49,0.0
0.97,-1118544.26,0.49,0.0
0.97,-1119283.53,0.49,0.0
0.21,-1119314.25,0.49,-0.0
0.18,-1119606.93,0.49,-0.01
0.19,-1119807.11,0.49,-0.0
0.44,-1119912.16,0.49,0.0
0.22,-1120012.59,0.49,-0.01
0.62,-1120777.2,0.49,0.0
0.78,-1121220.56,0.49,0.0
0.88,-1121395.54,0.49,0.0
0.88,-1122313.28,0.49,0.0
0.18,-1122318.19,0.49,-0.0
0.22,-1122374.81,0.49,-0.01
0.21,-1122953.52,0.49,-0.0
0.77,-1123716.23,0.49,-0.0
0.87,-1124215.9,0.49,-0.0
0.18,-1124267.97,0.49,-0.0
0.16,-1124298.7,0.49,-0.01
0.31,-1124940.37,0.49,-0.01
0.19,-1125097.7,0.49,-0.0
0.84,-1125415.12,0.49,-0.0
0.2,-1125529.89,0.49,-0.01
0.71,-1125564.78,0.49,0.0
0.22,-1126227.24,0.49,-0.01
0.42,-1126502.83,0.49,0.0
0.37,-1127920.37,0.49,-0.01
0.29,-1128226.08,0.49,-0.0
0.92,-1128271.21,0.49,0.0
0.19,-1128682.03,0.49,-0.0
0.17,-1128729.99,0.49,-0.01
0.19,-1128954.73,0.49,-0.0
0.51,-1129200.21,0.49,-0.0
0.82,-1129435.45,0.49,0.0
0.19,-1130283.83,0.49,-0.01
0.49,-1130748.57,0.49,0.0
0.66,-1130776.99,0.49,0.0
0.29,-1130935.17,0.49,-0.01
0.92,-1131292.41,0.49,0.0
0.9,-1131501.95,0.49,0.0
0.19,-1132271.37,0.49,-0.0
0.16,-1133358.59,0.49,-0.01
0.86,-1133660.43,0.49,-0.0
0.97,-1134008.6,0.49,0.0
0.53,-1134117.41,0.49,0.0
0.19,-1134234.49,0.49,-0.0
0.82,-1134448.03,0.49,0.0
0.6,-1134775.25,0.49,-0.0
0.32,-1135028.94,0.49,-0.0
0.81,-1135225.22,0.49,-0.0
0.95,-1135487.22,0.49,0.0
0.92,-1136068.62,0.49,0.0
0.29,-1136427.34,0.49,-0.01
0.45,-1136792.21,0.49,-0.01
0.16,-1137319.25,0.49,-0.01
0.46,-1137595.06,0.49,0.0
0.95,-1138181.68,0.49,0.0
0.61,-1138309.31,0.49,0.0
0.7,-1138585.49,0.49,0.0
0.17,-1138897.15,0.49,-0.0
0.71,-1140734.42,0.49,0.0
0.16,-1141657.23,0.49,-0.01
0.44,-1142125.97,0.49,-0.01
0.56,-1143556.66,0.49,-0.0
0.56,-1144116.57,0.49,-0.0
0.96,-1144981.03,0.49,0.0
0.21,-1145538.32,0.49,-0.01
0.9,-1145544.02,0.49,0.0
0.87,-1145758.1,0.49,-0.0
0.7,-1146995.95,0.49,0.0
0.98,-1147172.57,0.49,0.0
0.21,-1148637.52,0.49,-0.01
0.93,-1148846.31,0.49,0.0
0.87,-1148940.69,0.49,-0.0
0.8,-1149096.69,0.49,0.0
0.97,-1149485.06,0.49,0.0
0.23,-1150408.78,0.49,-0.0
0.17,-1151402.09,0.49,-0.01
0.89,-1151455.64,0.49,0.0
0.46,-1151567.67,0.49,0.0
0.87,-1151731.78,0.49,-0.0
0.66,-1153482.38,0.49,0.0
0.83,-1153587.03,0.49,-0.0
0.18,-1153635.56,0.49,-0.01
0.2,-1153699.75,0.49,-0.01
0.29,-1153970.38,0.49,-0.01
0.48,-1154280.33,0.49,0.0
0.18,-1154571.55,0.49,-0.0
0.9,-1155759.52,0.49,0.0
0.69,-1155997.33,0.49,0.0
0.96,-1156103.33,0.49,0.0
0.41,-1156351.98,0.49,-0.01
0.44,-1157376.3,0.49,0.0
0.18,-1157527.82,0.49,-0.01
0.96,-1158033.54,0.49,0.0
0.74,-1158309.24,0.49,0.0
0.89,-1158826.14,0.49,0.0
0.98,-1158982.36,0.49,0.0
0.36,-1159131.79,0.49,-0.0
0.22,-1159150.16,0.49,-0.0
0.86,-1159248.91,0.49,0.0
0.38,-1159724.42,0.49,-0.01
0.98,-1159745.03,0.49,0.0
0.65,-1160476.57,0.49,0.0
0.2,-1160786.73,0.49,-0.0
0.4,-1160958.52,0.49,0.0
0.17,-1161098.28,0.49,-0.0
0.16,-1161798.06,0.49,-0.01
0.15,-1162619.6,0.49,-0.01
0.98,-1162842.3,0.49,0.0
0.24,-1162983.15,0.49,-0.01
0.39,-1163098.13,0.49,-0.01
0.24,-1163686.75,0.49,-0.01
0.35,-1164220.35,0.49,-0.0
0.33,-1165049.52,0.49,-0.0
0.25,-1165308.35,0.49,-0.01
0.23,-1165502.53,0.49,-0.01
0.94,-1165797.68,0.49,0.0
0.16,-1165942.35,0.49,-0.01
0.88,-1166032.86,0.49,0.0
0.2,-1166079.37,0.49,-0.01
0.21,-1166623.63,0.49,-0.0
0.23,-1167047.55,0.49,-0.01
0.15,-1167598.51,0.49,-0.01
0.93,-1168296.8,0.49,0.0
0.78,-1168554.79,0.49,0.0
0.93,-1169443.47,0.49,0.0
0.4,-1169831.58,0.49,-0.01
0.75,-1169924.35,0.49,0.0
0.33,-1170260.24,0.49,-0.0
0.26,-1170299.39,0.49,-0.0
0.98,-1170450.36,0.49,0.0
0.78,-1170967.21,0.49,0.0
0.37,-1171433.22,0.49,-0.01
0.17,-1172131.79,0.49,-0.01
0.56,-1172483.9,0.49,-0.0
0.88,-1172485.37,0.49,0.0
0.83,-1172770.51,0.49,-0.0
0.19,-1172825.95,0.49,-0.01
0.54,-1173211.18,0.49,-0.0
0.19,-1173596.43,0.49,-0.01
0.42,-1174385.82,0.49,0.0
0.15,-1174973.96,0.49,-0.01
0.15,-1174996.08,0.49,-0.01
0.98,-1175342.75,0.49,0.0
0.43,-1175371.06,0.49,0.0
0.28,-1175870.64,0.49,-0.0
0.23,-1176069.71,0.49,-0.01
0.46,-1176343.56,0.49,-0.01
0.92,-1176471.85,0.49,0.0
0.37,-1176927.64,0.49,-0.0
0.26,-1177111.46,0.49,-0.0
0.19,-1178123.19,0.49,-0.0
0.39,-1179365.71,0.49,0.0
0.6,-1179808.79,0.49,-0.0
0.87,-1180772.7,0.49,-0.0
0.9,-1181004.16,0.49,0.0
0.7,-1181822.04,0.49,0.0
0.15,-1182903.5,0.49,-0.0
0.69,-1182955.9,0.49,0.0
0.18,-1183165.03,0.49,-0.01
0.19,-1183516.35,0.49,-0.0
0.87,-1184242.98,0.49,0.0
0.43,-1184921.72,0.49,0.0
0.59,-1185119.39,0.49,-0.0
0.25,-1185265.47,0.49,-0.0
0.83,-1185447.19,0.49,0.0
0.57,-1185616.56,0.49,-0.0
0.96,-1186034.39,0.49,0.0
0.2,-1186180.36,0.49,-0.01
0.32,-1186354.51,0.49,-0.01
0.19,-1186782.55,0.49,-0.0
0.76,-1187233.41,0.49,0.0
0.59,-1187848.93,0.49,-0.0
0.32,-1188702.63,0.49,-0.0
0.61,-1188876.04,0.49,-0.0
0.98,-1189072.53,0.49,0.0
0.18,-1189670.11,0.49,-0.0
0.86,-1190779.18,0.49,0.0
0.88,-1192524.52,0.49,0.0
0.18,-1193152.21,0.49,-0.01
0.64,-1193620.9,0.49,0.0
0.98,-1193890.38,0.49,0.0
0.33,-1194082.59,0.49,-0.0
0.96,-1194232.79,0.49,0.0
0.66,-1194655.12,0.49,-0.0
0.15,-1194657.0,0.49,-0.01
0.97,-1195555.31,0.49,0.0
0.92,-1195759.03,0.49,0.0
0.94,-1196251.55,0.49,0.0
0.36,-1196508.83,0.49,-0.0
0.77,-1197177.13,0.49,-0.0
0.86,-1197656.27,0.49,-0.0
0.15,-1197989.3,0.49,-0.0
0.82,-1198940.06,0.49,-0.0
0.46,-1198994.28,0.49,-0.01
