Snow ratio,Log likelihood,Error std,H2 lapse rate
0.12,-2288151.02,3.04,-0.03
0.96,-2288238.36,3.04,0.04
0.54,-2288920.23,3.04,0.02
0.38,-2289044.78,3.04,0.01
0.94,-2289836.47,3.04,0.0
0.7,-2290055.96,3.04,0.03
0.8,-2293077.08,3.04,-0.02
0.66,-2293444.43,3.04,0.03
0.97,-2294054.71,3.04,0.01
0.07,-2295483.41,3.04,-0.04
0.97,-2295485.12,3.04,0.04
0.93,-2296239.54,3.04,0.0
0.99,-2296692.21,3.04,0.04
0.49,-2297382.69,3.04,0.02
0.51,-2298018.4,3.04,-0.05
0.89,-2298330.0,3.04,0.04
0.62,-2298678.83,3.04,0.03
0.56,-2299113.31,3.04,-0.04
0.81,-2299220.2,3.04,0.04
0.5,-2301100.63,3.04,-0.05
0.59,-2301180.9,3.04,0.03
0.88,-2303160.6,3.04,-0.01
0.89,-2303336.04,3.04,0.04
0.67,-2303570.82,3.04,-0.03
0.25,-2303611.14,3.04,-0.01
0.76,-2304106.29,3.04,0.04
0.94,-2304136.67,3.04,0.0
0.96,-2304213.04,3.04,0.01
0.15,-2304258.65,3.04,-0.02
0.93,-2304467.72,3.04,0.0
0.91,-2305354.65,3.04,0.04
0.94,-2305384.48,3.04,0.04
0.85,-2305898.11,3.04,-0.01
0.38,-2305915.71,3.04,-0.06
0.58,-2306150.76,3.04,0.03
0.7,-2309114.67,3.04,-0.03
0.44,-2310026.37,3.04,-0.05
0.34,-2311865.58,3.04,0.0
0.32,-2313360.52,3.04,-0.0
0.93,-2314146.78,3.04,0.04
0.44,-2314157.19,3.04,0.01
0.43,-2314158.39,3.04,0.01
0.09,-2314605.19,3.04,-0.03
0.39,-2315345.56,3.04,-0.06
0.35,-2316319.65,3.04,-0.06
0.6,-2316728.66,3.04,0.03
0.88,-2316927.43,3.04,0.04
0.74,-2317061.57,3.04,0.04
0.02,-2320809.0,3.04,-0.05
0.91,-2320811.3,3.04,-0.0
0.95,-2320831.13,3.04,0.04
0.43,-2322762.31,3.04,0.01
0.45,-2323531.55,3.04,-0.05
0.95,-2324547.92,3.04,0.04
0.86,-2327184.45,3.04,-0.01
0.61,-2327597.52,3.04,0.03
0.48,-2327627.11,3.04,-0.05
0.95,-2328917.61,3.04,0.04
0.81,-2329783.59,3.04,0.04
0.54,-2331090.17,3.04,0.02
0.68,-2331117.31,3.04,-0.03
0.28,-2333060.72,3.04,-0.0
0.81,-2335852.74,3.04,-0.01
0.12,-2336130.79,3.04,-0.03
0.15,-2336643.64,3.04,-0.02
0.97,-2338406.46,3.04,0.04
0.62,-2339951.81,3.04,0.03
0.99,-2340027.34,3.04,0.04
0.05,-2341535.67,3.04,-0.04
0.57,-2342105.43,3.04,0.02
0.88,-2343498.43,3.04,-0.01
0.53,-2344542.74,3.04,-0.04
0.02,-2347409.54,3.04,-0.05
0.97,-2347557.38,3.04,0.01
0.87,-2347853.75,3.04,0.04
0.88,-2348056.25,3.04,0.04
0.75,-2348900.44,3.04,0.04
0.88,-2350271.0,3.04,0.04
0.29,-2351445.98,3.04,-0.0
0.68,-2351535.76,3.04,-0.03
0.57,-2352093.54,3.04,-0.04
0.03,-2354953.85,3.04,-0.04
0.87,-2357650.52,3.04,0.04
0.99,-2357679.54,3.04,0.01
0.48,-2358790.31,3.04,0.02
0.89,-2361281.08,3.04,-0.0
0.77,-2362386.53,3.04,-0.02
0.56,-2362672.96,3.04,0.02
0.44,-2362873.84,3.04,0.01
0.31,-2365868.9,3.04,-0.0
0.22,-2369134.47,3.04,-0.01
0.52,-2369908.42,3.04,-0.04
0.12,-2370590.6,3.04,-0.03
0.28,-2370649.57,3.04,-0.0
0.42,-2370656.07,3.04,-0.05
0.69,-2371016.78,3.04,-0.03
0.6,-2372051.35,3.04,-0.04
0.3,-2375334.61,3.04,-0.0
0.21,-2377178.69,3.04,-0.01
0.62,-2377229.0,3.04,0.03
0.41,-2378633.29,3.04,0.01
0.03,-2379337.81,3.04,-0.04
0.72,-2380000.09,3.04,-0.02
0.97,-2380446.67,3.04,0.01
0.89,-2381832.7,3.04,-0.01
0.5,-2381868.2,3.04,-0.05
0.82,-2381989.2,3.04,0.04
0.94,-2382677.73,3.04,0.04
0.08,-2384766.82,3.04,-0.03
0.07,-2385286.87,3.04,-0.03
0.94,-2385848.04,3.04,0.04
0.4,-2387435.68,3.04,0.01
0.25,-2387566.63,3.04,-0.01
0.32,-2390404.48,3.04,0.0
0.03,-2391031.92,3.04,-0.04
0.49,-2393413.65,3.04,-0.05
0.68,-2393719.84,3.04,0.03
1.0,-2397338.51,3.04,0.04
0.59,-2398808.38,3.04,-0.04
0.92,-2399762.61,3.04,-0.0
0.91,-2401807.92,3.04,0.04
0.2,-2403474.85,3.04,-0.01
0.85,-2403633.07,3.04,-0.01
0.08,-2406064.2,3.04,-0.03
0.96,-2406367.93,3.04,0.04
0.16,-2411527.58,3.04,-0.02
0.99,-2412341.81,3.04,0.04
0.94,-2412865.17,3.04,0.04
0.94,-2414254.5,3.04,0.04
0.53,-2416665.16,3.04,0.02
0.31,-2420998.56,3.04,-0.0
0.65,-2422091.8,3.04,0.03
0.1,-2422488.68,3.04,-0.03
0.0,-2423046.21,3.04,-0.05
0.93,-2424124.38,3.04,0.04
0.94,-2424485.75,3.04,0.0
0.65,-2425887.98,3.04,0.03
0.98,-2427098.76,3.04,0.04
0.89,-2427998.6,3.04,-0.0
0.86,-2428935.85,3.04,-0.01
0.88,-2429618.07,3.04,0.04
0.0,-2430067.81,3.04,-0.05
0.97,-2430135.91,3.04,0.01
0.37,-2431461.68,3.04,-0.06
0.97,-2433446.84,3.04,0.04
0.95,-2433518.45,3.04,0.0
0.13,-2434547.29,3.04,-0.02
0.16,-2436588.01,3.04,-0.02
0.62,-2437097.91,3.04,0.03
0.08,-2439039.1,3.04,-0.03
0.96,-2440413.32,3.04,0.04
0.43,-2441811.54,3.04,-0.05
0.94,-2441996.81,3.04,0.04
0.57,-2443018.57,3.04,-0.04
0.24,-2446380.72,3.04,-0.01
0.71,-2447086.15,3.04,0.04
0.16,-2447240.09,3.04,-0.02
0.93,-2447319.2,3.04,0.04
0.86,-2449017.47,3.04,0.04
0.5,-2449280.13,3.04,0.02
0.78,-2449481.89,3.04,-0.02
0.36,-2450525.32,3.04,0.01
0.94,-2450917.48,3.04,0.0
0.93,-2451130.56,3.04,0.04
0.69,-2452092.33,3.04,-0.03
0.03,-2452243.48,3.04,-0.04
0.76,-2452492.37,3.04,0.04
0.55,-2453458.95,3.04,0.03
0.57,-2456818.91,3.04,-0.04
0.87,-2459299.45,3.04,-0.01
0.84,-2459338.09,3.04,-0.01
0.71,-2460642.18,3.04,0.04
0.91,-2460813.31,3.04,-0.0
0.84,-2462216.95,3.04,0.04
0.95,-2463391.93,3.04,0.04
0.18,-2464474.8,3.04,-0.02
0.1,-2465094.11,3.04,-0.03
0.74,-2465145.27,3.04,0.04
0.7,-2466566.08,3.04,-0.03
0.99,-2468998.61,3.04,0.04
0.23,-2470165.31,3.04,-0.01
0.33,-2470593.06,3.04,0.0
0.94,-2470966.57,3.04,0.0
0.92,-2471256.2,3.04,0.04
0.91,-2472962.27,3.04,-0.0
0.74,-2474400.31,3.04,0.04
0.54,-2474629.2,3.04,0.02
0.2,-2475537.39,3.04,-0.01
0.88,-2477225.47,3.04,0.04
0.34,-2477412.49,3.04,0.0
0.81,-2477899.63,3.04,-0.02
0.01,-2478715.14,3.04,-0.04
0.18,-2479039.69,3.04,-0.01
0.72,-2479728.19,3.04,0.04
0.02,-2479847.03,3.04,-0.04
0.13,-2480170.27,3.04,-0.02
0.28,-2480414.06,3.04,-0.0
0.63,-2481248.01,3.04,-0.04
0.74,-2482333.52,3.04,-0.02
0.61,-2483629.73,3.04,-0.04
0.31,-2489165.4,3.04,0.0
0.97,-2489742.09,3.04,0.04
0.5,-2491019.13,3.04,0.02
0.39,-2491609.14,3.04,0.01
0.81,-2491646.14,3.04,-0.02
0.57,-2492368.25,3.04,0.03
0.97,-2494168.4,3.04,0.04
0.82,-2495463.03,3.04,-0.02
0.24,-2495533.02,3.04,-0.01
0.09,-2495932.46,3.04,-0.03
0.54,-2496109.61,3.04,0.02
0.02,-2499987.4,3.04,-0.04
0.56,-2500927.16,3.04,0.03
0.24,-2502176.23,3.04,-0.01
0.94,-2503298.4,3.04,0.0
0.89,-2504824.33,3.04,0.04
0.41,-2507607.07,3.04,0.01
0.95,-2508493.54,3.04,0.0
0.18,-2512172.28,3.04,-0.01
0.86,-2514082.07,3.04,-0.01
0.98,-2515005.6,3.04,0.04
0.06,-2515165.7,3.04,-0.03
0.09,-2515364.76,3.04,-0.03
0.09,-2517019.51,3.04,-0.03
0.41,-2518944.22,3.04,-0.06
0.78,-2522000.55,3.04,-0.02
0.29,-2523202.4,3.04,-0.0
0.15,-2526845.33,3.04,-0.02
0.04,-2526908.11,3.04,-0.04
0.88,-2527976.01,3.04,0.04
0.98,-2529110.05,3.04,0.01
0.67,-2529293.89,3.04,0.03
0.49,-2532771.68,3.04,-0.05
0.61,-2533671.48,3.04,0.03
0.41,-2534192.79,3.04,0.01
0.71,-2537589.91,3.04,0.04
0.78,-2538427.61,3.04,0.04
0.79,-2539430.67,3.04,0.04
0.86,-2539593.13,3.04,-0.01
0.95,-2540899.0,3.04,0.0
0.87,-2540976.14,3.04,0.04
0.78,-2541659.77,3.04,0.04
0.9,-2541783.31,3.04,-0.01
0.92,-2542219.53,3.04,0.04
0.42,-2543813.14,3.04,-0.06
0.99,-2543817.79,3.04,0.01
0.54,-2548003.27,3.04,-0.04
0.68,-2548947.42,3.04,0.04
0.5,-2550500.13,3.04,0.02
0.8,-2551504.31,3.04,0.04
0.62,-2552245.07,3.04,0.03
0.44,-2552474.33,3.04,-0.05
0.52,-2552807.14,3.04,-0.05
0.94,-2553967.25,3.04,0.04
0.57,-2555198.56,3.04,-0.04
0.22,-2555521.78,3.04,-0.01
0.57,-2556336.32,3.04,0.03
0.13,-2557993.25,3.04,-0.02
0.14,-2559380.19,3.04,-0.02
0.12,-2561288.23,3.04,-0.02
0.02,-2562171.06,3.04,-0.04
0.54,-2563823.06,3.04,0.03
0.72,-2565995.65,3.04,-0.03
0.18,-2566102.14,3.04,-0.01
0.2,-2567798.81,3.04,-0.01
0.72,-2567810.4,3.04,-0.03
0.11,-2568787.91,3.04,-0.02
0.92,-2569384.11,3.04,-0.0
0.8,-2570052.18,3.04,-0.02
0.21,-2570694.5,3.04,-0.01
0.8,-2576925.22,3.04,0.04
0.61,-2577523.63,3.04,0.03
0.5,-2578172.68,3.04,0.02
0.78,-2580472.09,3.04,-0.02
0.14,-2580488.86,3.04,-0.02
0.25,-2582835.07,3.04,-0.0
0.92,-2584377.26,3.04,-0.0
0.54,-2584568.45,3.04,-0.05
0.91,-2584982.65,3.04,0.05
0.91,-2585816.84,3.04,-0.01
0.71,-2587047.59,3.04,-0.03
0.0,-2587488.61,3.04,-0.04
0.16,-2587947.4,3.04,-0.02
0.96,-2595848.43,3.04,0.0
0.42,-2596821.48,3.04,-0.06
0.33,-2599034.23,3.04,0.0
0.86,-2599198.25,3.04,-0.01
0.75,-2599842.05,3.04,-0.02
0.74,-2604520.44,3.04,-0.03
0.08,-2606239.2,3.04,-0.03
0.12,-2608102.14,3.04,-0.02
0.81,-2608485.86,3.04,-0.02
0.95,-2608720.2,3.04,0.05
0.86,-2611002.55,3.04,0.05
0.56,-2611401.1,3.04,-0.04
0.88,-2611514.65,3.04,0.05
0.75,-2612560.16,3.04,-0.02
0.29,-2612974.26,3.04,-0.0
0.11,-2614617.23,3.04,-0.02
0.47,-2614817.65,3.04,0.02
0.93,-2615954.78,3.04,-0.0
0.05,-2616595.54,3.04,-0.03
0.22,-2617196.5,3.04,-0.01
0.25,-2618591.09,3.04,-0.0
0.87,-2619661.02,3.04,0.05
0.49,-2620871.54,3.04,-0.05
0.64,-2621670.36,3.04,-0.04
0.93,-2622224.18,3.04,0.05
0.2,-2624754.35,3.04,-0.01
0.51,-2625938.01,3.04,-0.05
0.9,-2626940.07,3.04,0.05
0.78,-2627523.13,3.04,-0.02
0.71,-2627721.98,3.04,-0.03
0.44,-2629945.85,3.04,-0.05
0.28,-2631832.48,3.04,-0.0
0.71,-2634809.26,3.04,0.04
0.25,-2635651.23,3.04,-0.0
1.0,-2636973.22,3.04,0.04
0.04,-2637402.68,3.04,-0.03
0.76,-2637456.47,3.04,-0.02
0.55,-2637597.89,3.04,-0.05
0.89,-2638699.85,3.04,0.05
0.9,-2638842.87,3.04,-0.01
0.54,-2640517.96,3.04,0.03
0.96,-2640549.27,3.04,0.0
0.11,-2640773.54,3.04,-0.02
0.92,-2641927.25,3.04,-0.0
0.67,-2642195.87,3.04,-0.03
0.58,-2642511.4,3.04,0.03
0.99,-2642651.25,3.04,0.01
0.13,-2643143.11,3.04,-0.02
0.41,-2645684.51,3.04,-0.06
0.93,-2647477.21,3.04,-0.0
0.69,-2650460.74,3.04,0.04
0.67,-2650839.52,3.04,-0.03
0.87,-2650848.1,3.04,-0.01
0.44,-2653352.31,3.04,-0.05
0.19,-2653671.16,3.04,-0.01
0.88,-2654927.98,3.04,-0.01
0.61,-2656972.13,3.04,-0.04
0.65,-2659364.99,3.04,0.04
0.14,-2660804.39,3.04,-0.02
0.61,-2662112.57,3.04,0.03
0.24,-2662598.75,3.04,-0.01
0.58,-2663302.15,3.04,-0.04
0.86,-2664908.54,3.04,-0.01
0.67,-2666355.14,3.04,-0.03
0.07,-2669437.77,3.04,-0.03
0.77,-2669872.94,3.04,0.04
0.08,-2671032.48,3.04,-0.03
0.17,-2673842.42,3.04,-0.01
0.42,-2674528.86,3.04,0.01
0.6,-2674637.96,3.04,0.03
0.04,-2676846.25,3.04,-0.03
0.55,-2677295.16,3.04,-0.05
0.96,-2677633.31,3.04,0.05
0.01,-2677879.32,3.04,-0.04
0.16,-2679585.39,3.04,-0.02
0.92,-2680584.27,3.04,-0.01
0.01,-2681167.36,3.04,-0.04
0.9,-2683732.73,3.04,0.05
0.07,-2683856.92,3.04,-0.03
0.93,-2684805.43,3.04,0.05
0.88,-2687437.16,3.04,-0.01
0.53,-2687876.37,3.04,-0.05
0.22,-2688410.36,3.04,-0.01
0.84,-2689499.66,3.04,0.05
0.06,-2690200.21,3.04,-0.03
0.44,-2691212.77,3.04,0.02
0.96,-2691297.61,3.04,0.05
0.95,-2691329.25,3.04,-0.0
0.74,-2693793.41,3.04,-0.03
0.95,-2694284.73,3.04,0.05
0.84,-2694378.55,3.04,0.05
0.45,-2696411.13,3.04,0.02
0.37,-2696502.46,3.04,0.01
0.48,-2697280.32,3.04,-0.05
0.59,-2697296.41,3.04,-0.04
0.89,-2697721.21,3.04,0.05
0.9,-2698171.84,3.04,-0.01
0.65,-2698672.17,3.04,0.04
0.69,-2700607.07,3.04,0.04
0.65,-2700821.59,3.04,0.04
0.06,-2701865.43,3.04,-0.03
0.65,-2702155.22,3.04,0.04
0.94,-2704301.79,3.04,0.05
0.75,-2705357.29,3.04,-0.03
0.66,-2706206.52,3.04,-0.04
0.12,-2706609.79,3.04,-0.02
0.8,-2711050.58,3.04,-0.02
0.4,-2711873.91,3.04,0.01
0.03,-2711959.03,3.04,-0.03
0.84,-2712463.18,3.04,0.05
0.28,-2713248.59,3.04,-0.0
0.86,-2715076.04,3.04,0.05
0.02,-2715973.77,3.04,-0.04
1.0,-2716746.42,3.04,0.05
0.98,-2717172.45,3.04,0.0
1.0,-2717808.64,3.04,0.05
0.75,-2717895.79,3.04,0.04
0.45,-2719071.54,3.04,-0.05
0.1,-2719540.93,3.04,-0.02
0.41,-2720605.77,3.04,-0.06
0.91,-2721219.15,3.04,-0.01
0.33,-2722433.95,3.04,0.01
0.28,-2722904.14,3.04,0.0
0.71,-2724287.12,3.04,0.04
0.73,-2724974.47,3.04,-0.03
0.38,-2725262.85,3.04,0.01
0.77,-2726382.38,3.04,0.04
0.6,-2727607.94,3.04,-0.04
0.17,-2728228.4,3.04,-0.01
0.56,-2728833.65,3.04,-0.04
0.46,-2728920.2,3.04,-0.05
0.51,-2731231.22,3.04,-0.05
0.78,-2731441.88,3.04,0.04
0.23,-2732069.27,3.04,-0.01
0.89,-2733505.78,3.04,0.05
0.39,-2733706.13,3.04,0.01
0.28,-2733761.68,3.04,0.0
0.6,-2736615.21,3.04,0.03
0.2,-2737450.93,3.04,-0.01
0.0,-2740655.97,3.04,-0.04
0.57,-2742190.13,3.04,0.03
0.87,-2743007.96,3.04,-0.01
0.61,-2744042.19,3.04,-0.04
0.87,-2746262.11,3.04,-0.01
0.31,-2747799.83,3.04,0.0
0.8,-2747993.59,3.04,-0.02
0.88,-2748746.62,3.04,0.05
0.99,-2751038.42,3.04,0.01
0.94,-2751072.91,3.04,-0.0
0.49,-2752217.7,3.04,0.02
0.71,-2753535.3,3.04,-0.03
0.81,-2753985.48,3.04,0.05
0.99,-2754882.57,3.04,0.0
0.8,-2754943.81,3.04,0.04
0.4,-2755058.36,3.04,0.01
0.53,-2756097.75,3.04,-0.05
0.64,-2757070.05,3.04,0.04
0.04,-2761836.42,3.04,-0.03
0.31,-2762025.3,3.04,0.0
0.4,-2762875.75,3.04,0.01
0.14,-2763608.95,3.04,-0.02
0.53,-2765739.66,3.04,-0.05
0.95,-2765875.01,3.04,0.05
0.79,-2768008.12,3.04,0.04
0.56,-2768927.28,3.04,0.03
0.25,-2769812.23,3.04,-0.0
0.73,-2771778.87,3.04,0.04
0.09,-2771921.9,3.04,-0.02
0.24,-2773753.97,3.04,-0.0
0.45,-2774444.72,3.04,0.02
0.42,-2775664.01,3.04,0.02
0.49,-2776589.08,3.04,-0.05
0.75,-2778491.29,3.04,0.04
0.69,-2778845.8,3.04,0.04
0.15,-2778955.57,3.04,-0.02
0.53,-2779004.93,3.04,-0.05
0.92,-2779180.12,3.04,0.05
0.59,-2779520.27,3.04,-0.04
0.88,-2780374.48,3.04,0.05
0.18,-2780727.57,3.04,-0.01
0.99,-2780798.18,3.04,0.05
0.85,-2781418.87,3.04,-0.02
0.74,-2782021.16,3.04,0.04
0.81,-2782295.53,3.04,0.05
0.82,-2783088.54,3.04,-0.02
0.62,-2783545.35,3.04,0.03
0.99,-2783897.28,3.04,0.0
0.33,-2786446.31,3.04,0.01
0.65,-2787790.04,3.04,0.04
0.13,-2795669.86,3.04,-0.02
0.52,-2796129.79,3.04,0.03
0.04,-2798123.15,3.04,-0.03
0.98,-2798469.78,3.04,0.0
0.98,-2799063.85,3.04,0.05
0.56,-2799877.93,3.04,-0.05
0.6,-2800653.11,3.04,-0.04
0.51,-2802630.56,3.04,-0.05
0.38,-2803351.49,3.04,0.01
0.59,-2804322.15,3.04,-0.04
0.77,-2805413.36,3.04,-0.02
0.99,-2805511.02,3.04,0.05
0.29,-2805550.68,3.04,0.0
0.81,-2806276.71,3.04,0.05
0.42,-2806757.3,3.04,0.02
0.24,-2807578.33,3.04,-0.0
0.7,-2807810.97,3.04,-0.03
0.38,-2807963.07,3.04,0.01
0.36,-2808817.87,3.04,0.01
0.32,-2811365.07,3.04,0.01
0.51,-2813257.22,3.04,-0.05
0.91,-2816109.05,3.04,0.05
0.64,-2817988.71,3.04,0.04
0.3,-2819231.28,3.04,0.0
0.89,-2821800.83,3.04,-0.01
0.87,-2822503.18,3.04,0.05
0.98,-2825625.4,3.04,0.05
0.57,-2826400.38,3.04,-0.04
0.27,-2826415.42,3.04,0.0
0.88,-2827405.41,3.04,-0.01
0.75,-2827425.9,3.04,0.04
0.8,-2828621.34,3.04,0.05
0.1,-2829845.47,3.04,-0.02
0.63,-2831190.34,3.04,-0.04
0.97,-2833134.52,3.04,0.0
0.91,-2833324.57,3.04,0.05
0.18,-2833816.01,3.04,-0.01
0.2,-2835455.19,3.04,-0.01
0.72,-2836980.12,3.04,-0.03
0.65,-2837195.32,3.04,-0.04
0.56,-2837570.35,3.04,-0.05
0.12,-2839067.78,3.04,-0.02
0.27,-2839837.36,3.04,0.0
0.3,-2841506.79,3.04,0.0
0.31,-2841967.72,3.04,0.01
0.1,-2842429.81,3.04,-0.02
0.34,-2845635.31,3.04,0.01
0.26,-2846461.03,3.04,-0.0
0.59,-2846902.04,3.04,-0.04
0.08,-2848528.74,3.04,-0.02
0.91,-2850149.57,3.04,0.05
0.2,-2853277.18,3.04,-0.01
0.6,-2855541.12,3.04,0.03
0.79,-2855861.53,3.04,-0.02
0.23,-2856840.92,3.04,-0.0
0.75,-2857317.12,3.04,0.04
0.17,-2858339.33,3.04,-0.01
0.15,-2858355.18,3.04,-0.01
0.85,-2861864.21,3.04,0.05
0.7,-2862826.77,3.04,0.04
0.81,-2862945.5,3.04,-0.02
0.07,-2867787.69,3.04,-0.03
0.59,-2868124.36,3.04,0.03
0.84,-2870175.11,3.04,0.05
0.89,-2870358.57,3.04,-0.01
0.02,-2872166.11,3.04,-0.03
0.97,-2872778.43,3.04,0.05
0.48,-2875156.05,3.04,-0.05
0.89,-2875953.51,3.04,0.05
0.62,-2876289.9,3.04,-0.04
0.24,-2879712.76,3.04,-0.0
0.7,-2881960.76,3.04,0.04
0.13,-2882094.85,3.04,-0.02
0.2,-2883711.29,3.04,-0.01
0.8,-2884318.63,3.04,-0.02
0.83,-2885148.48,3.04,-0.02
0.25,-2885532.34,3.04,-0.0
0.69,-2887829.46,3.04,0.04
0.98,-2889012.02,3.04,0.0
0.48,-2889658.44,3.04,-0.05
0.57,-2891758.97,3.04,0.03
0.05,-2893088.6,3.04,-0.03
0.96,-2896474.48,3.04,0.05
0.96,-2900555.7,3.04,-0.0
0.88,-2903401.78,3.04,0.05
0.2,-2904103.39,3.04,-0.01
0.49,-2904917.19,3.04,0.02
0.69,-2906376.47,3.04,-0.03
0.91,-2908982.08,3.04,-0.01
0.28,-2910466.48,3.04,0.0
0.84,-2911740.4,3.04,-0.02
0.96,-2911754.33,3.04,0.05
0.45,-2911858.1,3.04,0.02
0.52,-2912887.68,3.04,0.03
0.59,-2916955.72,3.04,-0.04
0.26,-2917314.45,3.04,-0.0
0.16,-2919689.1,3.04,-0.01
1.0,-2920104.15,3.04,0.05
1.0,-2923175.52,3.04,0.0
0.98,-2923251.8,3.04,-0.0
0.8,-2923787.6,3.04,0.05
0.49,-2924474.5,3.04,0.02
0.78,-2924498.31,3.04,-0.02
0.53,-2924553.48,3.04,-0.05
0.56,-2924802.61,3.04,0.03
0.68,-2925069.38,3.04,0.04
0.96,-2925190.82,3.04,-0.0
0.11,-2926049.68,3.04,-0.02
0.52,-2926063.63,3.04,0.03
0.85,-2926187.01,3.04,0.05
0.37,-2927762.64,3.04,0.01
0.48,-2927844.33,3.04,0.02
0.49,-2929084.15,3.04,-0.05
0.89,-2929812.94,3.04,-0.01
0.15,-2930052.46,3.04,-0.01
0.7,-2930783.44,3.04,-0.03
0.58,-2931658.64,3.04,0.03
0.12,-2931882.48,3.04,-0.02
0.78,-2931966.56,3.04,-0.02
0.09,-2932112.68,3.04,-0.02
0.77,-2935314.62,3.04,-0.03
0.95,-2935807.75,3.04,0.05
0.98,-2936865.07,3.04,0.05
0.62,-2937109.69,3.04,0.04
0.92,-2938947.74,3.04,-0.01
0.9,-2939770.53,3.04,0.05
0.84,-2940266.77,3.04,-0.02
0.29,-2940592.17,3.04,0.0
0.63,-2942001.36,3.04,-0.04
0.5,-2942866.59,3.04,0.03
0.15,-2942994.95,3.04,-0.01
0.79,-2946227.53,3.04,0.05
0.69,-2947165.62,3.04,0.04
0.99,-2947256.07,3.04,0.05
0.96,-2948865.95,3.04,-0.0
0.16,-2949952.46,3.04,-0.01
0.01,-2952851.7,3.04,-0.03
0.74,-2955510.64,3.04,-0.03
0.51,-2957751.36,3.04,0.03
0.17,-2957760.42,3.04,-0.01
0.9,-2958541.81,3.04,-0.01
0.97,-2958680.5,3.04,0.05
0.52,-2961864.12,3.04,0.03
0.73,-2963376.35,3.04,-0.03
0.22,-2963628.4,3.04,-0.0
0.81,-2964083.7,3.04,0.05
0.92,-2965047.01,3.04,0.05
0.61,-2969042.02,3.04,-0.04
0.56,-2969661.51,3.04,0.03
0.54,-2974464.75,3.04,-0.05
0.24,-2975031.32,3.04,-0.0
0.24,-2975117.54,3.04,-0.0
0.78,-2976161.87,3.04,0.05
0.35,-2976431.06,3.04,0.01
0.59,-2977469.18,3.04,0.03
0.03,-2978252.58,3.04,-0.03
0.75,-2980336.82,3.04,-0.03
0.66,-2981545.01,3.04,0.04
0.19,-2982132.09,3.04,-0.01
0.97,-2982811.15,3.04,0.05
0.85,-2983935.17,3.04,-0.02
0.09,-2984077.51,3.04,-0.02
0.76,-2984981.81,3.04,-0.03
0.2,-2986301.95,3.04,-0.01
0.39,-2986307.82,3.04,0.01
0.9,-2987044.21,3.04,0.05
0.9,-2989036.56,3.04,-0.01
0.48,-2989819.63,3.04,-0.05
0.55,-2990489.96,3.04,0.03
0.06,-2993396.85,3.04,-0.02
0.06,-2994074.59,3.04,-0.03
0.42,-2994405.14,3.04,0.02
0.4,-2995440.44,3.04,0.02
0.59,-2997897.0,3.04,-0.05
0.19,-2997993.31,3.04,-0.01
0.74,-2998212.41,3.04,0.04
0.72,-3001598.5,3.04,-0.03
0.71,-3001614.3,3.04,0.04
0.88,-3001985.87,3.04,0.05
0.77,-3002753.29,3.04,0.05
0.03,-3004563.16,3.04,-0.03
0.58,-3005866.33,3.04,0.03
0.77,-3006161.88,3.04,-0.03
0.92,-3006445.03,3.04,-0.01
0.17,-3007387.84,3.04,-0.01
0.6,-3009371.62,3.04,-0.04
0.82,-3009891.76,3.04,-0.02
0.15,-3016180.19,3.04,-0.01
0.48,-3016420.24,3.04,0.02
0.38,-3016956.97,3.04,0.01
0.9,-3021332.68,3.04,0.05
0.83,-3022197.59,3.04,-0.02
0.99,-3023797.86,3.04,0.0
0.49,-3023872.08,3.04,-0.05
0.86,-3024963.6,3.04,0.05
0.58,-3025523.56,3.04,0.03
0.53,-3030651.64,3.04,-0.05
0.96,-3033504.82,3.04,-0.0
0.84,-3033728.25,3.04,-0.02
0.84,-3036610.01,3.04,0.05
0.43,-3037920.76,3.04,0.02
0.29,-3038896.4,3.04,0.01
0.76,-3039818.79,3.04,-0.03
0.83,-3040865.91,3.04,-0.02
0.58,-3042332.3,3.04,-0.05
0.68,-3042699.89,3.04,-0.04
0.1,-3042944.32,3.04,-0.02
0.9,-3043119.6,3.04,-0.01
0.46,-3043347.31,3.04,0.02
0.94,-3044110.11,3.04,0.05
0.88,-3044519.47,3.04,0.05
0.69,-3044697.24,3.04,-0.04
0.59,-3046312.16,3.04,0.03
0.75,-3046580.57,3.04,-0.03
0.75,-3049520.26,3.04,-0.03
0.56,-3051613.71,3.04,-0.05
0.85,-3058274.74,3.04,-0.02
0.88,-3059453.57,3.04,-0.01
0.43,-3059486.35,3.04,0.02
0.57,-3061584.41,3.04,-0.05
0.99,-3062820.31,3.04,-0.0
0.6,-3063466.45,3.04,0.04
0.76,-3063847.12,3.04,0.05
0.91,-3065759.12,3.04,0.05
0.13,-3068708.99,3.04,-0.01
0.99,-3068979.7,3.04,0.05
0.71,-3069600.07,3.04,0.04
0.8,-3071744.55,3.04,0.05
0.78,-3072073.81,3.04,-0.03
0.11,-3072251.52,3.04,-0.02
0.9,-3075720.74,3.04,-0.01
0.66,-3076376.25,3.04,-0.04
0.53,-3079207.6,3.04,-0.05
0.48,-3079336.46,3.04,0.02
0.22,-3079612.16,3.04,-0.0
0.75,-3080697.91,3.04,0.05
0.77,-3081566.08,3.04,0.05
1.0,-3083905.6,3.04,0.0
0.95,-3088249.1,3.04,-0.01
0.28,-3091036.66,3.04,0.0
0.59,-3091059.63,3.04,-0.05
0.73,-3093410.84,3.04,-0.03
0.59,-3094258.7,3.04,0.03
