Snow ratio,Log likelihood,Error std,H2 lapse rate
0.62,-1412828.02,3.04,0.01
0.3,-1413319.37,3.04,-0.02
0.7,-1413772.85,3.04,0.02
0.79,-1413915.91,3.04,0.0
0.83,-1413977.71,3.04,0.01
0.81,-1414563.16,3.04,0.02
0.59,-1414848.37,3.04,0.01
0.23,-1415236.82,3.04,-0.04
0.36,-1415354.95,3.04,-0.04
0.66,-1416045.84,3.04,-0.02
0.25,-1416562.08,3.04,-0.04
0.8,-1417068.72,3.04,0.02
0.83,-1417566.09,3.04,0.01
0.27,-1419587.01,3.04,-0.03
0.22,-1419722.41,3.04,-0.04
0.22,-1419847.42,3.04,-0.04
0.23,-1419875.03,3.04,-0.03
0.65,-1419948.19,3.04,0.02
0.29,-1420334.66,3.04,-0.02
0.37,-1420934.47,3.04,-0.04
0.37,-1421213.17,3.04,-0.04
0.23,-1421264.11,3.04,-0.03
0.63,-1422022.27,3.04,0.02
0.77,-1422235.2,3.04,0.02
0.28,-1422521.79,3.04,-0.02
0.22,-1422573.2,3.04,-0.04
0.83,-1423019.03,3.04,0.02
0.28,-1423395.16,3.04,-0.02
0.4,-1424186.31,3.04,-0.04
0.47,-1424606.84,3.04,0.0
0.3,-1424612.14,3.04,-0.04
0.31,-1424647.15,3.04,-0.02
0.81,-1425621.3,3.04,0.01
0.34,-1426710.51,3.04,-0.04
0.37,-1427044.42,3.04,-0.04
0.83,-1427122.25,3.04,0.02
0.53,-1427358.7,3.04,0.01
0.24,-1427433.34,3.04,-0.04
0.26,-1427931.96,3.04,-0.04
0.81,-1428330.47,3.04,0.0
0.77,-1428736.34,3.04,-0.0
0.41,-1428842.29,3.04,-0.0
0.82,-1429402.57,3.04,0.01
0.34,-1429676.19,3.04,-0.04
0.75,-1430695.14,3.04,0.02
0.83,-1430964.78,3.04,0.02
0.77,-1432526.93,3.04,-0.0
0.5,-1432881.26,3.04,-0.03
0.53,-1434381.11,3.04,-0.03
0.61,-1434417.58,3.04,0.01
0.81,-1434458.32,3.04,0.0
0.42,-1434823.94,3.04,-0.0
0.33,-1436148.55,3.04,-0.01
0.64,-1436390.45,3.04,0.02
0.67,-1436561.05,3.04,-0.02
0.24,-1437072.22,3.04,-0.03
0.23,-1437830.43,3.04,-0.04
0.24,-1438029.54,3.04,-0.03
0.63,-1438054.95,3.04,-0.02
0.22,-1439643.65,3.04,-0.04
0.64,-1440036.54,3.04,-0.02
0.25,-1440312.93,3.04,-0.03
0.24,-1440626.42,3.04,-0.04
0.74,-1440863.57,3.04,-0.01
0.78,-1441251.76,3.04,0.02
0.21,-1441440.82,3.04,-0.04
0.81,-1441498.75,3.04,0.0
0.78,-1441775.56,3.04,0.02
0.45,-1442275.67,3.04,-0.04
0.63,-1442571.71,3.04,-0.02
0.84,-1443121.17,3.04,0.01
0.23,-1443195.64,3.04,-0.03
0.54,-1444151.28,3.04,0.01
0.77,-1444169.12,3.04,0.02
0.78,-1444338.86,3.04,-0.0
0.35,-1444705.89,3.04,-0.01
0.77,-1445110.97,3.04,0.02
0.41,-1445488.04,3.04,-0.0
0.57,-1445897.72,3.04,-0.03
0.47,-1446047.81,3.04,-0.03
0.27,-1446211.95,3.04,-0.02
0.54,-1447070.55,3.04,0.01
0.27,-1447453.61,3.04,-0.05
0.64,-1447537.1,3.04,-0.02
0.66,-1448450.78,3.04,0.02
0.27,-1448513.37,3.04,-0.02
0.21,-1448605.43,3.04,-0.04
0.83,-1449177.09,3.04,0.02
0.65,-1449410.32,3.04,-0.02
0.79,-1450658.83,3.04,0.0
0.68,-1452478.7,3.04,-0.01
0.26,-1452649.16,3.04,-0.05
0.7,-1452995.95,3.04,-0.01
0.82,-1453391.68,3.04,0.01
0.4,-1454505.07,3.04,-0.01
0.84,-1454790.86,3.04,0.02
0.28,-1455102.33,3.04,-0.02
0.25,-1455788.73,3.04,-0.05
0.23,-1456372.45,3.04,-0.05
0.3,-1456535.61,3.04,-0.04
0.84,-1456542.18,3.04,0.01
0.81,-1458309.83,3.04,0.02
0.22,-1458447.0,3.04,-0.03
0.21,-1459161.17,3.04,-0.04
0.82,-1460510.02,3.04,0.01
0.21,-1460578.61,3.04,-0.04
0.32,-1460672.42,3.04,-0.04
0.23,-1461077.01,3.04,-0.03
0.21,-1461744.79,3.04,-0.04
0.84,-1462285.71,3.04,0.02
0.59,-1462930.94,3.04,0.01
0.34,-1463163.18,3.04,-0.01
0.71,-1463174.5,3.04,-0.01
0.64,-1463560.87,3.04,0.02
0.69,-1464471.66,3.04,-0.01
0.82,-1464831.95,3.04,0.02
0.29,-1464963.57,3.04,-0.05
0.21,-1465227.43,3.04,-0.04
0.35,-1465442.92,3.04,-0.04
0.69,-1465482.64,3.04,-0.01
0.61,-1465615.81,3.04,-0.02
0.83,-1466017.47,3.04,0.01
0.49,-1466028.47,3.04,0.0
0.45,-1466095.62,3.04,-0.04
0.37,-1466561.93,3.04,-0.04
0.25,-1466625.39,3.04,-0.05
0.36,-1467105.79,3.04,-0.04
0.71,-1467280.0,3.04,0.02
0.41,-1468239.85,3.04,-0.04
0.41,-1468284.38,3.04,-0.0
0.67,-1469603.3,3.04,0.02
0.74,-1469739.36,3.04,-0.01
0.43,-1470267.83,3.04,-0.0
0.81,-1470290.94,3.04,0.02
0.3,-1470925.73,3.04,-0.02
0.2,-1471337.93,3.04,-0.04
0.85,-1472090.76,3.04,0.02
0.8,-1472142.73,3.04,0.0
0.57,-1474384.51,3.04,0.01
0.26,-1475193.54,3.04,-0.02
0.71,-1476756.71,3.04,0.02
0.81,-1477717.11,3.04,0.02
0.75,-1477804.37,3.04,0.02
0.52,-1479359.11,3.04,0.01
0.6,-1479931.9,3.04,0.01
0.54,-1480845.17,3.04,-0.03
0.62,-1481656.71,3.04,0.02
0.73,-1481866.56,3.04,-0.01
0.54,-1482519.58,3.04,-0.03
0.85,-1482690.95,3.04,0.01
0.58,-1483410.31,3.04,-0.03
0.85,-1483618.56,3.04,0.01
0.2,-1483730.02,3.04,-0.04
0.85,-1483832.06,3.04,0.01
0.54,-1484353.22,3.04,0.01
0.2,-1485156.09,3.04,-0.04
0.8,-1486062.13,3.04,0.02
0.64,-1486166.27,3.04,0.02
0.37,-1487069.08,3.04,-0.04
0.36,-1488373.32,3.04,-0.01
0.35,-1489491.19,3.04,-0.04
0.68,-1489491.64,3.04,0.02
0.81,-1490293.13,3.04,0.0
0.85,-1490560.28,3.04,0.01
0.8,-1492998.69,3.04,-0.0
0.59,-1493611.6,3.04,-0.02
0.3,-1493775.99,3.04,-0.02
0.2,-1494798.05,3.04,-0.04
0.58,-1495521.44,3.04,-0.03
0.86,-1495653.4,3.04,0.01
0.23,-1495737.35,3.04,-0.03
0.86,-1497881.43,3.04,0.02
0.84,-1499765.88,3.04,0.01
0.84,-1501118.05,3.04,0.02
0.19,-1501767.83,3.04,-0.04
0.85,-1502234.28,3.04,0.01
0.53,-1502361.23,3.04,-0.03
0.2,-1502533.9,3.04,-0.04
0.22,-1502746.44,3.04,-0.05
0.24,-1502950.62,3.04,-0.03
0.42,-1503884.34,3.04,-0.0
0.66,-1504887.7,3.04,0.02
0.23,-1505125.08,3.04,-0.05
0.36,-1505239.45,3.04,-0.01
0.53,-1506161.72,3.04,-0.03
0.74,-1507120.97,3.04,0.02
0.23,-1508039.68,3.04,-0.05
0.73,-1508800.37,3.04,-0.01
0.86,-1509187.43,3.04,0.02
0.86,-1511174.95,3.04,0.02
0.32,-1511217.08,3.04,-0.01
0.22,-1511866.1,3.04,-0.03
0.19,-1513337.37,3.04,-0.04
0.77,-1513435.65,3.04,-0.0
0.33,-1513828.48,3.04,-0.01
0.23,-1513991.3,3.04,-0.03
0.23,-1514012.5,3.04,-0.05
0.85,-1514185.55,3.04,0.01
0.2,-1514559.13,3.04,-0.05
0.68,-1515546.5,3.04,-0.02
0.81,-1516250.69,3.04,0.02
0.19,-1516814.0,3.04,-0.04
0.25,-1518890.24,3.04,-0.03
0.64,-1519005.23,3.04,0.02
0.32,-1519914.41,3.04,-0.01
0.43,-1520073.95,3.04,-0.04
0.57,-1520526.4,3.04,0.01
0.36,-1520939.99,3.04,-0.04
0.59,-1521546.27,3.04,0.01
0.79,-1522009.94,3.04,-0.0
0.58,-1522272.73,3.04,-0.03
0.37,-1522491.7,3.04,-0.04
0.23,-1524210.14,3.04,-0.05
0.72,-1524332.55,3.04,-0.01
0.19,-1524461.56,3.04,-0.04
0.74,-1524533.66,3.04,0.02
0.66,-1524775.91,3.04,-0.02
0.32,-1525652.34,3.04,-0.01
0.22,-1525841.62,3.04,-0.05
0.85,-1526744.63,3.04,0.01
0.19,-1531717.46,3.04,-0.04
0.87,-1531768.91,3.04,0.02
0.6,-1531906.15,3.04,0.02
0.87,-1532106.94,3.04,0.02
0.75,-1532140.12,3.04,-0.01
0.18,-1533598.09,3.04,-0.04
0.7,-1533724.01,3.04,-0.01
0.2,-1534202.43,3.04,-0.05
0.38,-1534877.85,3.04,-0.01
0.24,-1535053.15,3.04,-0.05
0.42,-1535738.84,3.04,-0.0
0.59,-1535805.66,3.04,0.02
0.24,-1536373.79,3.04,-0.03
0.35,-1536676.43,3.04,-0.05
0.86,-1536784.43,3.04,0.02
0.73,-1537113.17,3.04,-0.01
0.85,-1537592.45,3.04,0.02
0.36,-1538107.18,3.04,-0.01
0.83,-1538115.41,3.04,0.02
0.23,-1539202.98,3.04,-0.05
0.66,-1539228.17,3.04,0.02
0.26,-1539457.83,3.04,-0.05
0.32,-1539535.61,3.04,-0.01
0.35,-1539958.64,3.04,-0.01
0.76,-1540185.52,3.04,-0.01
0.36,-1540330.19,3.04,-0.04
0.43,-1540557.8,3.04,-0.04
0.21,-1540599.62,3.04,-0.05
0.34,-1540825.48,3.04,-0.05
0.26,-1540845.83,3.04,-0.05
0.53,-1541316.48,3.04,0.01
0.49,-1541795.56,3.04,0.01
0.52,-1541952.49,3.04,0.01
0.37,-1542088.67,3.04,-0.01
0.27,-1543020.84,3.04,-0.02
0.2,-1543235.71,3.04,-0.03
0.21,-1543594.5,3.04,-0.03
0.18,-1545908.14,3.04,-0.05
0.3,-1545908.49,3.04,-0.05
0.21,-1546513.11,3.04,-0.03
0.58,-1546559.45,3.04,-0.03
0.72,-1546594.82,3.04,0.02
0.71,-1546819.29,3.04,-0.01
0.26,-1546829.94,3.04,-0.05
0.81,-1547278.97,3.04,0.0
0.47,-1548261.79,3.04,-0.04
0.18,-1548607.92,3.04,-0.05
0.66,-1548657.15,3.04,0.02
0.18,-1549224.72,3.04,-0.04
0.62,-1549371.66,3.04,0.02
0.86,-1550068.2,3.04,0.02
0.8,-1550343.61,3.04,-0.0
0.76,-1550803.23,3.04,0.02
0.36,-1551228.49,3.04,-0.01
0.84,-1551415.06,3.04,0.02
0.55,-1551663.6,3.04,0.01
0.39,-1551776.35,3.04,-0.04
0.57,-1551810.75,3.04,0.01
0.44,-1552109.55,3.04,-0.04
0.19,-1552382.17,3.04,-0.04
0.59,-1552831.43,3.04,0.02
0.56,-1553863.22,3.04,-0.03
0.56,-1554194.78,3.04,-0.03
0.18,-1554792.57,3.04,-0.04
0.64,-1555445.58,3.04,0.02
0.22,-1557145.82,3.04,-0.03
0.73,-1558217.45,3.04,0.02
0.72,-1558483.18,3.04,-0.01
0.27,-1558739.99,3.04,-0.05
0.27,-1559199.92,3.04,-0.05
0.87,-1559605.37,3.04,0.02
0.18,-1561296.68,3.04,-0.04
0.7,-1561343.58,3.04,-0.02
0.28,-1561763.58,3.04,-0.02
0.17,-1561800.17,3.04,-0.04
0.83,-1562397.12,3.04,0.0
0.48,-1562460.08,3.04,0.01
0.37,-1562959.06,3.04,-0.01
0.28,-1563142.66,3.04,-0.02
0.49,-1563349.49,3.04,0.01
0.23,-1563557.0,3.04,-0.03
0.68,-1563618.91,3.04,0.02
0.5,-1563876.64,3.04,-0.03
0.87,-1565336.01,3.04,0.02
0.61,-1565430.07,3.04,-0.03
0.86,-1566082.23,3.04,0.02
0.36,-1567112.76,3.04,-0.04
0.19,-1567823.0,3.04,-0.05
0.2,-1568601.22,3.04,-0.05
0.45,-1568605.19,3.04,-0.04
0.19,-1568681.11,3.04,-0.03
0.22,-1569062.61,3.04,-0.03
0.5,-1569356.7,3.04,0.01
0.26,-1570297.72,3.04,-0.05
0.2,-1571373.66,3.04,-0.05
0.83,-1572656.19,3.04,0.0
0.29,-1572765.17,3.04,-0.02
0.71,-1574127.76,3.04,-0.01
0.88,-1574769.62,3.04,0.02
0.31,-1574793.65,3.04,-0.05
0.88,-1576565.43,3.04,0.02
0.58,-1577406.49,3.04,-0.03
0.2,-1578361.96,3.04,-0.03
0.44,-1579496.95,3.04,-0.04
0.79,-1580290.38,3.04,0.03
0.52,-1580334.43,3.04,0.01
0.85,-1581083.84,3.04,0.01
0.49,-1581574.08,3.04,0.01
0.82,-1581929.51,3.04,0.0
0.17,-1582327.76,3.04,-0.04
0.23,-1582485.5,3.04,-0.05
0.25,-1583058.25,3.04,-0.05
0.62,-1583538.76,3.04,0.02
0.88,-1583713.17,3.04,0.02
0.17,-1583967.42,3.04,-0.05
0.37,-1584095.19,3.04,-0.04
0.2,-1584190.66,3.04,-0.03
0.17,-1584538.69,3.04,-0.04
0.85,-1584850.07,3.04,0.03
0.74,-1585669.08,3.04,0.02
0.62,-1587144.73,3.04,0.02
0.87,-1587417.16,3.04,0.01
0.81,-1589653.54,3.04,-0.0
0.31,-1589768.87,3.04,-0.05
0.4,-1590212.16,3.04,-0.04
0.36,-1590627.84,3.04,-0.01
0.87,-1591043.03,3.04,0.02
0.69,-1591351.08,3.04,0.02
0.88,-1592518.34,3.04,0.02
0.78,-1592562.09,3.04,-0.01
0.88,-1593243.17,3.04,0.02
0.81,-1593981.74,3.04,0.03
0.86,-1594191.15,3.04,0.02
0.53,-1594261.09,3.04,0.01
0.3,-1594870.87,3.04,-0.01
0.35,-1595297.58,3.04,-0.01
0.7,-1597721.53,3.04,0.02
0.23,-1598234.93,3.04,-0.05
0.43,-1599044.9,3.04,-0.04
0.33,-1600280.17,3.04,-0.05
0.88,-1600952.38,3.04,0.02
0.31,-1601564.25,3.04,-0.01
0.62,-1601702.94,3.04,0.02
0.32,-1603979.23,3.04,-0.01
0.73,-1604670.88,3.04,0.02
0.6,-1605383.4,3.04,-0.03
0.28,-1605538.43,3.04,-0.02
0.84,-1606809.18,3.04,0.0
0.27,-1607028.8,3.04,-0.05
0.88,-1607373.49,3.04,0.02
0.77,-1608078.46,3.04,0.03
0.82,-1609173.6,3.04,0.0
0.16,-1609188.7,3.04,-0.04
0.44,-1610353.39,3.04,-0.04
0.29,-1611953.4,3.04,-0.02
0.79,-1612222.78,3.04,0.03
0.36,-1612877.6,3.04,-0.05
0.86,-1613352.63,3.04,0.03
0.79,-1614177.22,3.04,-0.0
0.87,-1616404.06,3.04,0.01
0.17,-1616610.47,3.04,-0.05
0.25,-1618910.38,3.04,-0.05
0.57,-1619701.25,3.04,0.02
0.85,-1619790.28,3.04,0.03
0.25,-1620488.51,3.04,-0.02
0.24,-1621573.98,3.04,-0.05
0.17,-1623265.38,3.04,-0.05
0.19,-1623669.2,3.04,-0.05
0.24,-1625229.55,3.04,-0.05
0.36,-1626088.02,3.04,-0.01
0.15,-1626388.75,3.04,-0.04
0.89,-1627673.45,3.04,0.02
0.82,-1627896.47,3.04,0.03
0.87,-1628005.82,3.04,0.02
0.37,-1628083.5,3.04,-0.05
0.89,-1628317.45,3.04,0.02
0.21,-1629382.16,3.04,-0.03
0.21,-1629804.19,3.04,-0.05
0.24,-1629806.95,3.04,-0.05
0.88,-1630911.05,3.04,0.02
0.27,-1631496.67,3.04,-0.02
0.15,-1632294.9,3.04,-0.04
0.67,-1632344.15,3.04,0.02
0.52,-1632617.22,3.04,0.01
0.66,-1632977.84,3.04,-0.02
0.51,-1633285.87,3.04,0.01
0.46,-1634377.23,3.04,-0.04
0.63,-1634501.01,3.04,-0.02
0.16,-1634721.65,3.04,-0.05
0.5,-1635266.79,3.04,0.01
0.8,-1636317.53,3.04,-0.0
0.71,-1637383.87,3.04,0.02
0.49,-1638776.61,3.04,0.01
0.46,-1638791.97,3.04,0.01
0.73,-1638829.29,3.04,0.03
0.26,-1639283.38,3.04,-0.02
0.88,-1639797.72,3.04,0.01
0.7,-1640336.7,3.04,0.02
0.81,-1640345.76,3.04,-0.0
0.17,-1640360.99,3.04,-0.04
0.49,-1640500.92,3.04,0.01
0.67,-1641159.43,3.04,-0.02
0.21,-1642151.71,3.04,-0.03
0.24,-1644127.27,3.04,-0.05
0.15,-1645728.17,3.04,-0.04
0.18,-1645793.5,3.04,-0.05
0.71,-1646435.43,3.04,0.02
0.21,-1646646.42,3.04,-0.05
0.86,-1646678.23,3.04,0.03
0.27,-1647286.28,3.04,-0.05
0.9,-1648173.31,3.04,0.02
0.67,-1648267.7,3.04,0.02
0.9,-1648454.39,3.04,0.02
0.73,-1648757.06,3.04,-0.01
0.23,-1648951.24,3.04,-0.05
0.52,-1650104.81,3.04,-0.03
0.64,-1650587.55,3.04,0.02
0.53,-1651011.69,3.04,-0.03
0.77,-1651111.63,3.04,-0.01
0.58,-1651672.0,3.04,-0.03
0.23,-1651769.18,3.04,-0.05
0.23,-1652015.47,3.04,-0.05
0.63,-1652614.2,3.04,0.02
0.76,-1652642.63,3.04,-0.01
0.68,-1653279.53,3.04,0.02
0.18,-1653445.76,3.04,-0.03
0.19,-1655520.35,3.04,-0.05
0.9,-1655708.94,3.04,0.02
0.82,-1656599.96,3.04,-0.0
0.16,-1657004.51,3.04,-0.05
0.31,-1657145.04,3.04,-0.05
0.42,-1657448.68,3.04,-0.04
0.74,-1657789.46,3.04,0.03
0.29,-1657976.27,3.04,-0.05
0.86,-1658080.37,3.04,0.01
0.69,-1658113.82,3.04,-0.02
0.36,-1658817.39,3.04,-0.01
0.7,-1659424.05,3.04,-0.02
0.9,-1659693.88,3.04,0.02
0.15,-1660380.69,3.04,-0.04
0.15,-1660452.59,3.04,-0.05
0.17,-1661096.7,3.04,-0.05
0.19,-1661126.03,3.04,-0.03
0.19,-1661516.6,3.04,-0.05
0.39,-1662135.72,3.04,-0.04
0.88,-1662354.33,3.04,0.01
0.42,-1662526.77,3.04,0.0
0.38,-1663488.44,3.04,-0.0
0.6,-1663850.16,3.04,-0.03
0.26,-1664091.98,3.04,-0.02
0.82,-1665593.86,3.04,0.03
0.15,-1665870.44,3.04,-0.04
0.49,-1666584.43,3.04,-0.04
0.14,-1666594.1,3.04,-0.04
0.9,-1667595.95,3.04,0.02
0.88,-1667634.24,3.04,0.01
0.14,-1667680.56,3.04,-0.04
0.4,-1667864.14,3.04,-0.0
0.68,-1668378.84,3.04,-0.02
0.15,-1668504.65,3.04,-0.05
0.15,-1668840.09,3.04,-0.05
0.51,-1668956.41,3.04,0.01
0.71,-1669768.1,3.04,-0.02
0.15,-1670017.88,3.04,-0.04
0.67,-1670318.69,3.04,-0.02
0.25,-1670324.89,3.04,-0.05
0.7,-1670485.53,3.04,0.02
0.89,-1671595.96,3.04,0.01
0.87,-1672666.68,3.04,0.03
0.24,-1672847.46,3.04,-0.05
0.81,-1673426.98,3.04,0.03
0.35,-1674514.54,3.04,-0.01
0.27,-1674628.22,3.04,-0.05
0.39,-1675914.49,3.04,-0.0
0.15,-1676475.32,3.04,-0.05
0.53,-1676742.86,3.04,-0.03
0.57,-1676930.66,3.04,0.02
0.16,-1676957.75,3.04,-0.05
0.22,-1677111.6,3.04,-0.05
0.17,-1677561.48,3.04,-0.05
0.23,-1678720.13,3.04,-0.02
0.39,-1679014.68,3.04,-0.05
0.21,-1679191.38,3.04,-0.03
0.9,-1679840.12,3.04,0.02
0.73,-1680742.34,3.04,-0.01
0.65,-1681286.57,3.04,0.02
0.73,-1681425.27,3.04,-0.01
0.28,-1682262.32,3.04,-0.05
0.72,-1682314.5,3.04,0.03
0.82,-1682585.12,3.04,-0.0
0.34,-1684630.83,3.04,-0.05
0.23,-1685001.0,3.04,-0.05
0.15,-1685481.18,3.04,-0.04
0.38,-1687473.62,3.04,-0.0
0.9,-1687493.53,3.04,0.02
0.36,-1687552.29,3.04,-0.01
0.2,-1687595.75,3.04,-0.05
0.28,-1687619.3,3.04,-0.05
0.16,-1688097.55,3.04,-0.05
0.34,-1689105.31,3.04,-0.01
0.86,-1689299.97,3.04,0.03
0.8,-1690122.95,3.04,-0.01
0.88,-1690166.36,3.04,0.03
0.86,-1690444.49,3.04,0.01
0.88,-1690565.58,3.04,0.03
0.9,-1690676.05,3.04,0.01
0.19,-1691364.08,3.04,-0.05
0.32,-1691510.87,3.04,-0.05
0.62,-1691711.71,3.04,0.02
0.76,-1691904.77,3.04,0.03
0.66,-1692101.19,3.04,0.02
0.85,-1692591.38,3.04,0.0
0.38,-1693438.42,3.04,-0.0
0.91,-1693571.51,3.04,0.02
0.56,-1693706.56,3.04,-0.03
0.61,-1694234.45,3.04,0.02
0.2,-1694251.26,3.04,-0.05
0.86,-1694436.87,3.04,0.0
0.24,-1694865.5,3.04,-0.02
0.81,-1695189.16,3.04,-0.0
0.28,-1695231.95,3.04,-0.05
0.9,-1695386.78,3.04,0.02
0.43,-1695458.28,3.04,0.0
0.63,-1696947.9,3.04,-0.03
0.19,-1698509.21,3.04,-0.05
0.91,-1699941.87,3.04,0.02
0.32,-1700033.82,3.04,-0.05
0.14,-1701479.32,3.04,-0.05
0.22,-1701605.99,3.04,-0.02
0.18,-1702960.43,3.04,-0.05
0.81,-1704142.05,3.04,0.03
0.82,-1705544.38,3.04,0.03
0.89,-1707062.6,3.04,0.01
0.13,-1707408.11,3.04,-0.05
0.51,-1708298.39,3.04,0.01
0.75,-1709331.84,3.04,0.03
0.15,-1709442.69,3.04,-0.05
0.74,-1709532.34,3.04,0.03
0.47,-1710434.99,3.04,0.01
0.47,-1710592.23,3.04,0.01
0.14,-1711000.16,3.04,-0.04
0.48,-1711187.48,3.04,0.01
0.13,-1711219.9,3.04,-0.05
0.67,-1711514.81,3.04,0.02
0.87,-1711942.49,3.04,0.03
0.13,-1712152.02,3.04,-0.05
0.54,-1712184.36,3.04,0.01
0.88,-1712338.24,3.04,0.01
0.24,-1712649.63,3.04,-0.05
0.7,-1713265.57,3.04,0.03
0.84,-1713469.59,3.04,0.03
0.32,-1714432.32,3.04,-0.01
0.81,-1716228.25,3.04,0.03
0.75,-1716356.39,3.04,-0.01
0.31,-1716957.63,3.04,-0.05
0.79,-1717916.81,3.04,-0.01
0.55,-1717932.54,3.04,0.01
0.79,-1718007.28,3.04,0.03
0.55,-1718464.74,3.04,-0.03
0.84,-1718816.79,3.04,0.0
0.13,-1718998.66,3.04,-0.05
0.6,-1719157.16,3.04,-0.03
0.91,-1720038.36,3.04,0.02
0.75,-1720698.38,3.04,-0.01
0.48,-1720979.8,3.04,-0.04
0.33,-1721455.19,3.04,-0.05
0.18,-1722557.37,3.04,-0.03
0.62,-1722747.21,3.04,0.02
0.89,-1723663.2,3.04,0.03
0.91,-1725962.87,3.04,0.02
0.51,-1726176.99,3.04,0.01
0.9,-1727171.11,3.04,0.01
0.7,-1727424.83,3.04,-0.02
0.13,-1728629.86,3.04,-0.05
0.64,-1729074.79,3.04,0.02
0.91,-1729728.86,3.04,0.02
0.84,-1730146.44,3.04,0.0
0.45,-1730588.22,3.04,-0.04
0.58,-1731257.75,3.04,-0.03
0.34,-1732158.35,3.04,-0.01
0.86,-1732672.0,3.04,0.03
0.5,-1733504.54,3.04,0.01
0.49,-1734777.8,3.04,-0.04
0.92,-1734978.9,3.04,0.02
0.91,-1735366.23,3.04,0.02
0.7,-1735868.13,3.04,-0.02
0.77,-1736313.42,3.04,-0.01
0.54,-1736863.92,3.04,0.01
0.21,-1737695.79,3.04,-0.02
0.15,-1737743.5,3.04,-0.04
0.45,-1739922.97,3.04,0.01
0.9,-1740867.78,3.04,0.01
0.92,-1741975.61,3.04,0.02
0.32,-1741981.51,3.04,-0.01
0.67,-1742390.65,3.04,-0.02
0.7,-1742743.23,3.04,0.03
0.19,-1742985.49,3.04,-0.06
0.18,-1743492.24,3.04,-0.06
0.43,-1743646.35,3.04,0.0
0.8,-1743752.42,3.04,0.03
0.91,-1745028.1,3.04,0.03
0.85,-1745209.37,3.04,0.0
0.45,-1745443.51,3.04,0.01
0.15,-1745449.81,3.04,-0.04
0.13,-1745937.15,3.04,-0.05
0.69,-1746647.18,3.04,0.03
0.83,-1746789.09,3.04,0.03
0.51,-1747395.29,3.04,0.01
0.39,-1748132.54,3.04,-0.05
0.88,-1748570.22,3.04,0.01
0.15,-1748879.61,3.04,-0.05
0.62,-1749120.43,3.04,-0.03
0.85,-1750155.46,3.04,0.0
0.23,-1750357.29,3.04,-0.02
0.89,-1750677.39,3.04,0.01
0.24,-1751629.75,3.04,-0.05
0.2,-1751836.25,3.04,-0.06
0.85,-1753042.88,3.04,0.0
0.92,-1753211.77,3.04,0.02
0.9,-1755534.78,3.04,0.01
0.14,-1756167.33,3.04,-0.04
0.59,-1756947.3,3.04,0.02
0.86,-1757042.04,3.04,0.0
0.13,-1757291.46,3.04,-0.04
0.29,-1757375.93,3.04,-0.01
0.23,-1757438.46,3.04,-0.05
0.33,-1757879.56,3.04,-0.05
0.12,-1757926.56,3.04,-0.05
0.32,-1759251.04,3.04,-0.01
0.61,-1759989.61,3.04,-0.03
0.88,-1760995.7,3.04,0.03
0.68,-1761476.93,3.04,0.03
0.86,-1762410.85,3.04,0.03
0.12,-1762450.1,3.04,-0.05
0.89,-1762729.3,3.04,0.03
0.26,-1763154.79,3.04,-0.02
0.34,-1763680.52,3.04,-0.05
0.13,-1764298.09,3.04,-0.05
0.24,-1764892.8,3.04,-0.05
0.3,-1766208.39,3.04,-0.01
0.42,-1766724.98,3.04,0.0
0.38,-1767565.94,3.04,-0.05
0.87,-1767658.42,3.04,0.0
0.51,-1769006.07,3.04,-0.04
0.53,-1769257.65,3.04,-0.04
0.19,-1769506.74,3.04,-0.06
0.89,-1769726.14,3.04,0.03
0.4,-1770029.69,3.04,0.0
0.92,-1771650.39,3.04,0.02
0.87,-1772476.17,3.04,0.03
0.66,-1772520.58,3.04,0.02
0.52,-1772568.3,3.04,0.01
0.12,-1772740.8,3.04,-0.05
0.79,-1773301.86,3.04,-0.01
0.66,-1774045.55,3.04,0.02
0.92,-1774133.67,3.04,0.02
0.92,-1774989.01,3.04,0.02
0.83,-1775964.2,3.04,0.03
0.43,-1776148.82,3.04,0.0
0.3,-1776210.94,3.04,-0.05
0.8,-1776273.75,3.04,-0.01
0.18,-1776409.84,3.04,-0.03
0.39,-1776943.42,3.04,-0.0
0.15,-1777231.69,3.04,-0.06
0.92,-1777450.35,3.04,0.02
0.72,-1778872.42,3.04,-0.02
0.68,-1779402.78,3.04,-0.02
0.58,-1779441.96,3.04,0.02
0.15,-1780527.68,3.04,-0.04
0.69,-1781268.82,3.04,-0.02
0.92,-1781926.95,3.04,0.03
0.45,-1782459.75,3.04,0.01
0.86,-1782939.08,3.04,0.03
0.82,-1783873.75,3.04,0.03
0.12,-1784353.04,3.04,-0.05
0.88,-1784750.18,3.04,0.01
0.84,-1786114.16,3.04,-0.0
0.46,-1787583.81,3.04,-0.04
0.49,-1788199.74,3.04,0.01
0.18,-1788341.25,3.04,-0.06
0.32,-1789317.42,3.04,-0.01
0.64,-1789332.82,3.04,0.02
0.48,-1789426.13,3.04,0.01
0.85,-1789498.45,3.04,0.03
0.92,-1791910.97,3.04,0.02
0.66,-1791958.26,3.04,0.02
0.25,-1793579.77,3.04,-0.06
0.13,-1793846.26,3.04,-0.04
0.89,-1794818.61,3.04,0.01
0.23,-1797069.88,3.04,-0.06
0.73,-1797142.13,3.04,0.03
0.65,-1797914.46,3.04,-0.02
0.86,-1799245.35,3.04,0.03
