Snow ratio,Log likelihood,Error std
0.5768,-2086746.8024,0.9932
0.564,-2079501.8094,0.9932
0.5768,-1997721.4685,0.9932
0.5943,-1903332.1636,0.9932
0.5997,-1878378.0775,0.9932
0.6063,-1849886.9311,0.9932
0.6264,-1781328.626,0.9932
0.6289,-1774470.827,0.9932
0.6489,-1735276.2058,0.9932
0.6721,-1722111.2294,0.9932
0.6683,-1721893.8672,0.9932
0.6702,-1721883.5358,0.9932
0.6686,-1721875.8085,0.9932
0.6688,-1721864.9835,0.9932
0.6696,-1721860.283,0.9932
0.6693,-1721857.2903,0.9932
0.6694,-1721857.2827,0.9932
0.6693,-1721857.2253,0.9932
0.6695,-1721858.1047,0.9932
0.6692,-1721857.6494,0.9932
0.6692,-1721857.5335,0.9932
0.6695,-1721857.8962,0.9932
0.6693,-1721857.1792,0.9932
0.6695,-1721857.7744,0.9932
0.6692,-1721857.7407,0.9932
0.6695,-1721857.8872,0.9932
0.6695,-1721857.8814,0.9932
0.6694,-1721857.4572,0.9932
0.6694,-1721857.6607,0.9932
0.6693,-1721857.201,0.9932
0.6695,-1721857.7781,0.9932
0.6694,-1721857.2863,0.9932
0.6693,-1721857.185,0.9932
0.6692,-1721857.7478,0.9932
0.6694,-1721857.4638,0.9932
0.6693,-1721857.1837,0.9932
