Snow ratio,Log likelihood,Error std
0.35,-384002.14,3.7
0.35,-384006.63,3.7
0.35,-384009.5,3.7
0.35,-384013.22,3.7
0.35,-384017.95,3.7
0.35,-384021.88,3.7
0.35,-384045.51,3.7
0.36,-384079.15,3.7
0.36,-384079.6,3.7
0.36,-384084.83,3.7
0.35,-384106.16,3.7
0.35,-384125.29,3.7
0.34,-384129.53,3.7
0.36,-384159.77,3.7
0.36,-384186.41,3.7
0.36,-384189.94,3.7
0.36,-384212.69,3.7
0.36,-384227.61,3.7
0.36,-384285.53,3.7
0.34,-384286.07,3.7
0.36,-384316.92,3.7
0.36,-384326.16,3.7
0.36,-384385.21,3.7
0.36,-384471.71,3.7
0.36,-384494.73,3.7
0.36,-384524.61,3.7
0.37,-384795.17,3.7
0.37,-384798.18,3.7
0.33,-384880.03,3.7
0.37,-384957.65,3.7
0.33,-384966.89,3.7
0.37,-385112.63,3.7
0.37,-385171.79,3.7
0.37,-385179.7,3.7
0.33,-385231.08,3.7
0.33,-385288.12,3.7
0.33,-385340.42,3.7
0.37,-385485.89,3.7
0.33,-385731.44,3.7
0.37,-385777.64,3.7
0.33,-385864.98,3.7
0.38,-385930.51,3.7
0.38,-385964.62,3.7
0.33,-385974.99,3.7
0.38,-386157.76,3.7
0.32,-386323.65,3.7
0.38,-386361.92,3.7
0.32,-386598.74,3.7
0.38,-386666.64,3.7
0.32,-386676.44,3.7
0.38,-386702.98,3.7
0.32,-386718.89,3.7
0.32,-386759.51,3.7
0.32,-386791.27,3.7
0.32,-386814.79,3.7
0.38,-386834.25,3.7
0.32,-386844.37,3.7
0.38,-387065.22,3.7
0.38,-387093.2,3.7
0.38,-387228.53,3.7
0.38,-387306.6,3.7
0.32,-387425.05,3.7
0.32,-387535.19,3.7
0.32,-387630.31,3.7
0.39,-388160.64,3.7
0.39,-388186.62,3.7
0.32,-388230.49,3.7
0.31,-388351.24,3.7
0.39,-388416.84,3.7
0.31,-389118.71,3.7
0.39,-389119.05,3.7
0.39,-389591.71,3.7
0.31,-389671.52,3.7
0.39,-389713.31,3.7
0.31,-389957.32,3.7
0.31,-390091.6,3.7
0.39,-390134.8,3.7
0.31,-390462.61,3.7
0.31,-390683.04,3.7
0.31,-390735.41,3.7
0.31,-390901.15,3.7
0.4,-391114.61,3.7
0.3,-391254.48,3.7
0.3,-391362.61,3.7
0.3,-391375.08,3.7
0.3,-391474.59,3.7
0.4,-391578.14,3.7
0.3,-391717.0,3.7
0.3,-391746.18,3.7
0.3,-391822.48,3.7
0.3,-392049.65,3.7
0.3,-392087.42,3.7
0.4,-392363.23,3.7
0.4,-392421.98,3.7
0.4,-392437.8,3.7
0.4,-392494.08,3.7
0.3,-392515.18,3.7
0.3,-392518.89,3.7
0.4,-393002.45,3.7
0.4,-393250.74,3.7
0.3,-393287.58,3.7
0.41,-393625.14,3.7
0.3,-393723.51,3.7
0.3,-393803.09,3.7
0.41,-394044.54,3.7
0.3,-394290.28,3.7
0.3,-394312.78,3.7
0.29,-394550.03,3.7
0.29,-394578.56,3.7
0.41,-394736.57,3.7
0.41,-394776.13,3.7
0.41,-395452.37,3.7
0.29,-395575.05,3.7
0.41,-395576.01,3.7
0.41,-396519.75,3.7
0.41,-396854.91,3.7
0.29,-397148.67,3.7
0.42,-397377.58,3.7
0.42,-398096.17,3.7
0.29,-398330.32,3.7
0.42,-398762.4,3.7
0.42,-399083.17,3.7
0.42,-399089.79,3.7
0.28,-399144.78,3.7
0.28,-399258.58,3.7
0.28,-399696.23,3.7
0.42,-400399.57,3.7
0.28,-400525.73,3.7
0.42,-401168.94,3.7
0.42,-401300.09,3.7
0.28,-401371.63,3.7
0.43,-402475.43,3.7
0.43,-402558.47,3.7
0.43,-402803.11,3.7
0.43,-403402.27,3.7
0.27,-403560.7,3.7
0.27,-403818.84,3.7
0.43,-404341.9,3.7
0.27,-404445.48,3.7
0.43,-404608.64,3.7
0.43,-404623.14,3.7
0.27,-404655.75,3.7
0.43,-404975.74,3.7
0.27,-405509.58,3.7
0.27,-405631.67,3.7
0.43,-405692.97,3.7
0.27,-406050.53,3.7
0.43,-406184.35,3.7
0.43,-406465.36,3.7
0.27,-407057.46,3.7
0.27,-407303.07,3.7
0.27,-407529.97,3.7
0.27,-407712.64,3.7
0.44,-407850.35,3.7
0.27,-408159.07,3.7
0.44,-408358.97,3.7
0.26,-408812.57,3.7
0.26,-408865.92,3.7
0.44,-408891.94,3.7
0.44,-409303.59,3.7
0.26,-409329.15,3.7
0.44,-409644.67,3.7
0.44,-409716.97,3.7
0.26,-409877.05,3.7
0.26,-410746.64,3.7
0.44,-410870.43,3.7
0.44,-411082.83,3.7
0.26,-411130.54,3.7
0.26,-411559.25,3.7
0.26,-411612.98,3.7
0.26,-412464.7,3.7
0.26,-412711.81,3.7
0.45,-413284.47,3.7
0.26,-413361.5,3.7
0.45,-413426.02,3.7
0.45,-413629.18,3.7
0.26,-413737.29,3.7
0.26,-413783.89,3.7
0.45,-413873.01,3.7
0.26,-414072.74,3.7
0.26,-414161.56,3.7
0.45,-414234.91,3.7
0.25,-414508.97,3.7
0.45,-414695.5,3.7
0.25,-414730.04,3.7
0.25,-414815.72,3.7
0.25,-415023.79,3.7
0.25,-415084.89,3.7
0.25,-415230.05,3.7
0.25,-416147.92,3.7
0.25,-416175.56,3.7
0.45,-416196.91,3.7
0.45,-416740.58,3.7
0.25,-416980.66,3.7
0.45,-417132.89,3.7
0.45,-417157.26,3.7
0.25,-417678.74,3.7
0.25,-418326.65,3.7
0.25,-419120.86,3.7
0.25,-419541.73,3.7
0.46,-419838.98,3.7
0.46,-420180.94,3.7
0.46,-420240.84,3.7
0.25,-420485.48,3.7
0.46,-420523.89,3.7
0.25,-420873.17,3.7
0.46,-420892.93,3.7
0.24,-421537.01,3.7
0.24,-421790.84,3.7
0.24,-421938.0,3.7
0.24,-421953.19,3.7
0.24,-422086.26,3.7
0.46,-423140.44,3.7
0.46,-423570.41,3.7
0.46,-424105.58,3.7
0.24,-424581.23,3.7
0.46,-424609.38,3.7
0.46,-425340.75,3.7
0.46,-425404.36,3.7
0.24,-425464.72,3.7
0.24,-425521.0,3.7
0.24,-425785.79,3.7
0.24,-425931.86,3.7
0.24,-426224.7,3.7
0.46,-426287.63,3.7
0.23,-428199.32,3.7
0.23,-428311.85,3.7
0.47,-428562.48,3.7
0.47,-428636.48,3.7
0.47,-428794.74,3.7
0.47,-428931.32,3.7
0.47,-429249.86,3.7
0.47,-429891.21,3.7
0.47,-430193.22,3.7
0.23,-430253.07,3.7
0.23,-430281.01,3.7
0.23,-430790.14,3.7
0.23,-431179.77,3.7
0.47,-431418.93,3.7
0.47,-431555.06,3.7
0.47,-432107.41,3.7
0.47,-432369.78,3.7
0.47,-432454.22,3.7
0.23,-432490.49,3.7
0.23,-432516.39,3.7
0.47,-432556.58,3.7
0.23,-432662.46,3.7
0.23,-432852.34,3.7
0.47,-433250.82,3.7
0.47,-433617.34,3.7
0.23,-434098.48,3.7
0.23,-434299.19,3.7
0.23,-434449.74,3.7
0.48,-434824.23,3.7
0.48,-435177.79,3.7
0.48,-436193.2,3.7
0.22,-436481.6,3.7
0.48,-437411.4,3.7
0.22,-438799.95,3.7
0.48,-439102.1,3.7
0.22,-439460.41,3.7
0.22,-439757.08,3.7
0.48,-440188.54,3.7
0.22,-440293.7,3.7
0.22,-440651.68,3.7
0.48,-441646.69,3.7
0.48,-442312.47,3.7
0.49,-443008.85,3.7
0.22,-444215.16,3.7
0.49,-444939.83,3.7
0.21,-445160.53,3.7
0.49,-445235.42,3.7
0.21,-445461.75,3.7
0.49,-446211.01,3.7
0.49,-446293.38,3.7
0.21,-446884.6,3.7
0.21,-447768.53,3.7
0.21,-448210.02,3.7
0.49,-448525.08,3.7
0.21,-449154.34,3.7
0.49,-449352.64,3.7
0.49,-449601.44,3.7
0.49,-449676.59,3.7
0.21,-450040.93,3.7
0.49,-450127.92,3.7
0.49,-450327.91,3.7
0.21,-450538.44,3.7
0.49,-450934.53,3.7
0.49,-451075.01,3.7
0.21,-451156.9,3.7
0.21,-451910.71,3.7
0.21,-451947.72,3.7
0.21,-451949.09,3.7
0.5,-452581.27,3.7
0.5,-453104.72,3.7
0.21,-453362.67,3.7
0.2,-453920.95,3.7
0.2,-454469.0,3.7
0.2,-454839.89,3.7
0.5,-455421.29,3.7
0.5,-455843.57,3.7
0.5,-456296.56,3.7
0.5,-456424.78,3.7
0.5,-457201.48,3.7
0.2,-458344.77,3.7
0.5,-459959.16,3.7
0.2,-461214.88,3.7
0.5,-461235.81,3.7
0.51,-462494.12,3.7
0.51,-463081.61,3.7
0.51,-463551.43,3.7
0.51,-463555.92,3.7
0.2,-463664.95,3.7
0.2,-463755.35,3.7
0.19,-464071.23,3.7
0.19,-465900.12,3.7
0.51,-466022.95,3.7
0.51,-466691.76,3.7
0.51,-467057.78,3.7
0.19,-467802.77,3.7
0.51,-468152.42,3.7
0.19,-468575.81,3.7
0.51,-469757.53,3.7
0.19,-470210.51,3.7
0.19,-470371.31,3.7
0.19,-470464.85,3.7
0.51,-470856.07,3.7
0.19,-472096.3,3.7
0.52,-472154.19,3.7
0.52,-472804.78,3.7
0.19,-472862.48,3.7
0.52,-473988.02,3.7
0.18,-476052.53,3.7
0.18,-476181.26,3.7
0.52,-476455.79,3.7
0.52,-476459.71,3.7
0.18,-476460.21,3.7
0.18,-476504.41,3.7
0.18,-477257.83,3.7
0.18,-477278.79,3.7
0.52,-477339.26,3.7
0.18,-478249.36,3.7
0.18,-478328.41,3.7
0.52,-478525.7,3.7
0.52,-478788.11,3.7
0.18,-479114.15,3.7
0.52,-479980.93,3.7
0.18,-479994.93,3.7
0.18,-480195.04,3.7
0.18,-480369.55,3.7
0.18,-480399.59,3.7
0.52,-480922.44,3.7
0.52,-481685.54,3.7
0.52,-481803.92,3.7
0.18,-482703.32,3.7
0.53,-483509.24,3.7
0.53,-483831.29,3.7
0.53,-485228.11,3.7
0.17,-485970.88,3.7
0.53,-488235.18,3.7
0.17,-489210.5,3.7
0.17,-490402.6,3.7
0.53,-490761.86,3.7
0.17,-490814.74,3.7
0.17,-492054.16,3.7
