Snow ratio,Log likelihood,Error std
0.62,-2556641.2,0.85
0.62,-2556815.76,0.85
0.62,-2557158.58,0.85
0.62,-2557254.83,0.85
0.62,-2557446.36,0.85
0.63,-2557633.12,0.85
0.62,-2557816.84,0.85
0.62,-2558053.73,0.85
0.63,-2558169.41,0.85
0.63,-2558269.33,0.85
0.63,-2558356.6,0.85
0.63,-2559006.17,0.85
0.63,-2559093.04,0.85
0.63,-2559207.93,0.85
0.63,-2559216.59,0.85
0.63,-2559230.89,0.85
0.63,-2560689.42,0.85
0.61,-2560794.03,0.85
0.61,-2561076.69,0.85
0.63,-2561349.19,0.85
0.63,-2561732.21,0.85
0.63,-2562578.84,0.85
0.61,-2562842.05,0.85
0.61,-2562873.75,0.85
0.61,-2563043.82,0.85
0.64,-2563784.16,0.85
0.64,-2563864.5,0.85
0.64,-2566342.93,0.85
0.64,-2566595.55,0.85
0.64,-2567974.07,0.85
0.64,-2568176.49,0.85
0.64,-2569025.95,0.85
0.64,-2571570.15,0.85
0.64,-2572625.63,0.85
0.6,-2572627.95,0.85
0.64,-2572673.8,0.85
0.6,-2573230.99,0.85
0.6,-2573323.68,0.85
0.6,-2574197.28,0.85
0.64,-2575166.85,0.85
0.64,-2575611.51,0.85
0.64,-2575650.58,0.85
0.64,-2575965.74,0.85
0.6,-2577087.24,0.85
0.64,-2577584.35,0.85
0.6,-2578713.49,0.85
0.6,-2578714.53,0.85
0.65,-2580689.04,0.85
0.6,-2581498.23,0.85
0.65,-2583000.61,0.85
0.6,-2583471.87,0.85
0.65,-2584787.92,0.85
0.6,-2584841.92,0.85
0.65,-2587269.53,0.85
0.6,-2588022.94,0.85
0.6,-2588705.49,0.85
0.65,-2590797.57,0.85
0.59,-2591914.49,0.85
0.65,-2594795.82,0.85
0.65,-2597430.69,0.85
0.65,-2599654.05,0.85
0.65,-2599702.43,0.85
0.59,-2602954.58,0.85
0.66,-2605678.05,0.85
0.59,-2607030.39,0.85
0.66,-2610745.51,0.85
0.59,-2611363.36,0.85
0.66,-2611393.18,0.85
0.59,-2612633.33,0.85
0.59,-2615464.81,0.85
0.66,-2615946.31,0.85
0.59,-2616242.6,0.85
0.58,-2620247.81,0.85
0.58,-2622729.07,0.85
0.66,-2623188.34,0.85
0.66,-2624450.71,0.85
0.66,-2625444.78,0.85
0.66,-2625632.45,0.85
0.58,-2628120.27,0.85
0.66,-2629898.96,0.85
0.58,-2631746.98,0.85
0.66,-2633131.45,0.85
0.58,-2635703.82,0.85
0.66,-2636574.89,0.85
0.58,-2640625.46,0.85
0.67,-2641558.48,0.85
0.58,-2641972.37,0.85
0.67,-2642089.38,0.85
0.67,-2643724.09,0.85
0.67,-2647283.09,0.85
0.67,-2652354.33,0.85
0.58,-2652845.88,0.85
0.58,-2655562.08,0.85
0.67,-2657801.29,0.85
0.57,-2658732.06,0.85
0.57,-2659178.35,0.85
0.67,-2663568.69,0.85
0.57,-2663672.05,0.85
0.67,-2666048.64,0.85
0.67,-2667466.71,0.85
0.67,-2668303.54,0.85
0.67,-2669337.64,0.85
0.67,-2676020.23,0.85
0.67,-2677133.05,0.85
0.68,-2680894.1,0.85
0.57,-2681198.55,0.85
0.68,-2681627.21,0.85
0.57,-2682002.64,0.85
0.57,-2684106.22,0.85
0.68,-2684821.5,0.85
0.57,-2686302.79,0.85
0.57,-2688639.24,0.85
0.68,-2688831.7,0.85
0.57,-2690481.52,0.85
0.57,-2693487.25,0.85
0.57,-2694321.59,0.85
0.68,-2694501.21,0.85
0.57,-2695158.65,0.85
0.57,-2696421.71,0.85
0.68,-2699923.87,0.85
0.56,-2706751.23,0.85
0.68,-2711000.8,0.85
0.68,-2712429.03,0.85
0.56,-2714529.64,0.85
0.68,-2715434.7,0.85
0.56,-2716211.89,0.85
0.56,-2725247.35,0.85
0.68,-2726318.75,0.85
0.68,-2727154.26,0.85
0.56,-2727243.94,0.85
0.56,-2728744.27,0.85
0.56,-2731123.87,0.85
0.56,-2732121.22,0.85
0.56,-2735752.32,0.85
0.69,-2738710.13,0.85
0.56,-2739908.52,0.85
0.56,-2740495.72,0.85
0.56,-2742629.11,0.85
