Snow ratio,Log likelihood,Error std
0.1892,-505688.1612,3.4763
0.21,-504731.2398,3.4763
0.2118,-502310.9554,3.4763
0.2151,-497865.4603,3.4763
0.2298,-479209.5361,3.4763
0.2355,-472342.1418,3.4763
0.2557,-450159.8806,3.4763
0.261,-444852.2602,3.4763
0.2612,-444598.4698,3.4763
0.2857,-422729.172,3.4763
0.3003,-411780.0336,3.4763
0.3241,-397379.398,3.4763
0.3456,-387948.936,3.4763
0.346,-387798.1731,3.4763
0.3523,-385713.3716,3.4763
0.3555,-384766.1371,3.4763
0.3578,-384112.7767,3.4763
0.3629,-382837.0661,3.4763
0.3637,-382649.4611,3.4763
0.3817,-379812.2927,3.4763
0.3912,-379274.4009,3.4763
0.3965,-379266.9572,3.4763
0.3945,-379245.2599,3.4763
0.394,-379244.7172,3.4763
0.3942,-379244.7236,3.4763
0.3944,-379244.9566,3.4763
0.3938,-379244.8774,3.4763
0.3941,-379244.6661,3.4763
0.3942,-379244.7815,3.4763
0.3942,-379244.751,3.4763
0.3938,-379244.9696,3.4763
0.3943,-379244.9463,3.4763
0.3943,-379244.896,3.4763
0.3948,-379246.8937,3.4763
0.3947,-379246.3071,3.4763
0.3941,-379244.6885,3.4763
0.3943,-379244.9474,3.4763
0.3944,-379245.0532,3.4763
0.3944,-379245.1618,3.4763
0.3939,-379244.8357,3.4763
0.394,-379244.6828,3.4763
0.3934,-379246.2875,3.4763
0.3948,-379246.3954,3.4763
0.3938,-379244.9503,3.4763
0.394,-379244.6932,3.4763
0.3942,-379244.7535,3.4763
0.3942,-379244.7355,3.4763
0.3944,-379244.9683,3.4763
0.3937,-379245.1495,3.4763
0.394,-379244.6726,3.4763
0.3945,-379245.4499,3.4763
0.3932,-379247.159,3.4763
0.3937,-379245.2105,3.4763
0.3934,-379246.2721,3.4763
0.3946,-379245.8891,3.4763
0.3944,-379245.0232,3.4763
0.3946,-379245.5802,3.4763
0.3944,-379245.107,3.4763
0.3943,-379244.7899,3.4763
0.3939,-379244.8186,3.4763
0.3937,-379245.2075,3.4763
0.3939,-379244.8207,3.4763
0.3938,-379244.9493,3.4763
0.394,-379244.6825,3.4763
0.394,-379244.7002,3.4763
0.3937,-379245.2009,3.4763
0.3939,-379244.8312,3.4763
0.3944,-379245.0993,3.4763
0.3945,-379245.4384,3.4763
0.3948,-379246.6333,3.4763
0.3936,-379245.3443,3.4763
0.3948,-379246.8559,3.4763
0.3948,-379246.7285,3.4763
0.3937,-379245.1636,3.4763
0.3941,-379244.6731,3.4763
0.3936,-379245.6182,3.4763
0.3946,-379245.7892,3.4763
0.3937,-379245.2909,3.4763
0.3941,-379244.6844,3.4763
0.393,-379249.0476,3.4763
0.3932,-379247.262,3.4763
0.3951,-379248.8033,3.4763
0.3949,-379247.2133,3.4763
0.3948,-379246.8669,3.4763
0.3942,-379244.7126,3.4763
0.3934,-379246.3607,3.4763
0.3946,-379245.7092,3.4763
0.3938,-379244.9748,3.4763
0.3932,-379247.7011,3.4763
0.3933,-379246.9714,3.4763
0.3935,-379245.7642,3.4763
0.3946,-379245.7171,3.4763
0.3947,-379246.229,3.4763
0.3946,-379245.5354,3.4763
0.3935,-379245.9847,3.4763
0.3945,-379245.3477,3.4763
