Snow ratio,Log likelihood,Error std
0.3879,-4196074.3252,2.5527
0.364,-4190594.2526,2.5527
0.3567,-4150610.5043,2.5527
0.3358,-4050527.0523,2.5527
0.3285,-4020219.3892,2.5527
0.3135,-3965276.1634,2.5527
0.303,-3932443.7159,2.5527
0.286,-3889922.8344,2.5527
0.2712,-3863396.6998,2.5527
0.2624,-3852178.1045,2.5527
0.24,-3839202.6485,2.5527
0.237,-3839145.2774,2.5527
0.2375,-3839128.8636,2.5527
0.2386,-3839127.0602,2.5527
0.2378,-3839122.9556,2.5527
0.2381,-3839121.8368,2.5527
0.238,-3839121.8754,2.5527
0.2382,-3839122.2001,2.5527
0.2379,-3839122.5397,2.5527
0.2379,-3839122.2336,2.5527
0.238,-3839121.9622,2.5527
0.238,-3839122.0138,2.5527
0.2382,-3839122.069,2.5527
0.2384,-3839123.4682,2.5527
0.238,-3839121.7964,2.5527
0.2382,-3839122.1459,2.5527
0.238,-3839122.0536,2.5527
0.2382,-3839122.0778,2.5527
0.2381,-3839121.7576,2.5527
0.2382,-3839122.2343,2.5527
0.2378,-3839123.5181,2.5527
0.2383,-3839122.8082,2.5527
0.2379,-3839122.5837,2.5527
0.2385,-3839126.0397,2.5527
0.2382,-3839122.0695,2.5527
0.2378,-3839123.1115,2.5527
0.2383,-3839123.2858,2.5527
0.2377,-3839124.7019,2.5527
0.2379,-3839122.5899,2.5527
0.238,-3839122.0889,2.5527
0.2382,-3839121.9926,2.5527
0.2381,-3839121.7597,2.5527
0.2379,-3839122.2136,2.5527
0.2381,-3839121.7578,2.5527
0.2381,-3839121.786,2.5527
0.238,-3839121.9884,2.5527
0.2377,-3839124.25,2.5527
0.2378,-3839124.0283,2.5527
0.238,-3839121.77,2.5527
0.2381,-3839121.761,2.5527
0.2383,-3839123.1614,2.5527
