Snow ratio,Log likelihood,Error std
0.7036,-12725129.1062,1.4048
0.6854,-11837231.5752,1.4048
0.6617,-10998479.1834,1.4048
0.6438,-10415532.4158,1.4048
0.6388,-10264136.2662,1.4048
0.6168,-9630760.4903,1.4048
0.5967,-9115371.4303,1.4048
0.5786,-8699543.3539,1.4048
0.5633,-8386580.0603,1.4048
0.5577,-8280305.6986,1.4048
0.5401,-7978457.5547,1.4048
0.523,-7726415.4319,1.4048
0.506,-7519937.3428,1.4048
0.4867,-7335375.0766,1.4048
0.4814,-7294903.3911,1.4048
0.4689,-7214435.5401,1.4048
0.4603,-7172241.2739,1.4048
0.4412,-7117702.1276,1.4048
0.4308,-7110361.9045,1.4048
0.4309,-7110354.7915,1.4048
0.4314,-7110353.1902,1.4048
0.4312,-7110348.4266,1.4048
0.4311,-7110348.3929,1.4048
0.4312,-7110348.1856,1.4048
0.4313,-7110349.0018,1.4048
0.4313,-7110348.6843,1.4048
0.4312,-7110348.2325,1.4048
0.4312,-7110348.2069,1.4048
0.4311,-7110349.3332,1.4048
0.4312,-7110348.1962,1.4048
0.4313,-7110349.0843,1.4048
0.4311,-7110348.3758,1.4048
0.4312,-7110348.3071,1.4048
0.4312,-7110348.3263,1.4048
0.4313,-7110349.9746,1.4048
