Snow ratio,Log likelihood,Error std
0.3527,-3918084.8253,2.111
0.3436,-3912551.1222,2.111
0.3475,-3906365.809,2.111
0.3705,-3890126.4793,2.111
0.3703,-3890121.6072,2.111
0.3699,-3890114.4122,2.111
0.3698,-3890114.4071,2.111
0.3696,-3890116.3231,2.111
0.3701,-3890115.6867,2.111
0.3701,-3890116.6252,2.111
0.3696,-3890117.5711,2.111
0.3698,-3890114.6438,2.111
0.3699,-3890114.4265,2.111
0.3696,-3890116.3423,2.111
0.3701,-3890116.1386,2.111
0.37,-3890114.7967,2.111
0.3696,-3890117.0097,2.111
0.3696,-3890116.0249,2.111
0.37,-3890114.6964,2.111
0.3698,-3890114.392,2.111
0.3696,-3890116.9896,2.111
0.3698,-3890114.5052,2.111
0.3698,-3890114.3829,2.111
0.3699,-3890114.4563,2.111
0.3699,-3890114.361,2.111
0.37,-3890115.3869,2.111
0.3698,-3890114.4799,2.111
