Snow ratio,Log likelihood,Error std
0.5647,-1891720.3947,3.3209
0.5435,-1882457.9717,3.3209
0.5262,-1822745.5736,3.3209
0.5127,-1781271.8328,3.3209
0.5106,-1775284.6918,3.3209
0.506,-1762817.2313,3.3209
0.5021,-1752463.7308,3.3209
0.4987,-1743643.9766,3.3209
0.474,-1689481.9117,3.3209
0.4585,-1663777.5132,3.3209
0.4534,-1656663.8264,3.3209
0.438,-1639411.1144,3.3209
0.4308,-1633362.5666,3.3209
0.4155,-1625203.0429,3.3209
0.3955,-1623758.1248,3.3209
0.4037,-1623091.2332,3.3209
0.403,-1623080.6857,3.3209
0.403,-1623080.7415,3.3209
0.4025,-1623079.9651,3.3209
0.4031,-1623081.3185,3.3209
0.4029,-1623080.0144,3.3209
0.4025,-1623080.0684,3.3209
0.403,-1623080.3086,3.3209
0.4024,-1623080.6981,3.3209
0.4022,-1623083.5949,3.3209
0.4031,-1623081.2079,3.3209
0.4023,-1623081.4401,3.3209
0.403,-1623080.8291,3.3209
0.403,-1623080.2559,3.3209
0.4026,-1623079.7868,3.3209
0.4031,-1623081.4387,3.3209
0.4029,-1623080.1428,3.3209
0.4033,-1623084.57,3.3209
0.4031,-1623081.1927,3.3209
0.4031,-1623081.2218,3.3209
0.403,-1623080.4818,3.3209
0.4025,-1623080.0872,3.3209
0.4027,-1623079.6027,3.3209
0.4027,-1623079.5495,3.3209
0.4025,-1623079.9662,3.3209
0.4029,-1623080.1397,3.3209
0.4028,-1623079.6448,3.3209
0.4029,-1623079.8914,3.3209
0.4027,-1623079.5715,3.3209
0.4027,-1623079.5402,3.3209
0.4027,-1623079.5539,3.3209
0.4025,-1623080.0183,3.3209
0.4026,-1623079.705,3.3209
0.4028,-1623079.7189,3.3209
0.403,-1623080.7005,3.3209
0.4031,-1623081.37,3.3209
0.4031,-1623081.4651,3.3209
0.4026,-1623079.6571,3.3209
0.4026,-1623079.6189,3.3209
0.4026,-1623079.7073,3.3209
0.4028,-1623079.6065,3.3209
0.4028,-1623079.5968,3.3209
