Snow ratio,Log likelihood,Error std
0.29,-2039239.03,1.57
0.29,-2039276.82,1.57
0.3,-2039359.12,1.57
0.3,-2039509.11,1.57
0.3,-2039585.64,1.57
0.29,-2039590.27,1.57
0.3,-2039941.98,1.57
0.29,-2040205.46,1.57
0.29,-2040304.08,1.57
0.3,-2040365.51,1.57
0.3,-2040560.34,1.57
0.3,-2040588.98,1.57
0.3,-2040634.09,1.57
0.28,-2040936.25,1.57
0.3,-2041251.35,1.57
0.28,-2041457.76,1.57
0.3,-2041517.94,1.57
0.3,-2041852.15,1.57
0.3,-2042039.39,1.57
0.31,-2042148.38,1.57
0.31,-2042238.58,1.57
0.28,-2042295.32,1.57
0.31,-2042310.34,1.57
0.28,-2042463.37,1.57
0.28,-2042587.75,1.57
0.28,-2042612.13,1.57
0.31,-2042771.15,1.57
0.31,-2042890.23,1.57
0.31,-2043635.37,1.57
0.31,-2044394.07,1.57
0.28,-2044443.53,1.57
0.31,-2044700.35,1.57
0.31,-2045203.43,1.57
0.27,-2045945.48,1.57
0.31,-2046459.81,1.57
0.27,-2046473.25,1.57
0.27,-2047332.89,1.57
0.31,-2047925.62,1.57
0.27,-2048446.3,1.57
0.27,-2048474.97,1.57
0.27,-2048510.07,1.57
0.27,-2048754.95,1.57
0.27,-2048772.96,1.57
0.32,-2048825.23,1.57
0.32,-2049483.92,1.57
0.32,-2049512.12,1.57
0.27,-2050451.15,1.57
0.32,-2051198.48,1.57
0.27,-2051748.76,1.57
0.32,-2051819.27,1.57
0.32,-2051894.68,1.57
0.27,-2051959.13,1.57
0.32,-2053153.43,1.57
0.27,-2053195.9,1.57
0.27,-2054058.27,1.57
0.32,-2054108.7,1.57
0.32,-2055103.12,1.57
0.26,-2055232.71,1.57
0.32,-2055489.75,1.57
0.26,-2055712.28,1.57
0.32,-2055788.19,1.57
0.32,-2055991.3,1.57
0.26,-2056470.7,1.57
0.32,-2057969.41,1.57
0.33,-2060303.41,1.57
0.33,-2060829.47,1.57
0.33,-2061047.08,1.57
0.33,-2061922.67,1.57
0.26,-2062904.98,1.57
0.26,-2063127.18,1.57
0.33,-2063762.48,1.57
0.33,-2064050.42,1.57
0.26,-2064594.18,1.57
0.33,-2065008.11,1.57
0.26,-2065393.73,1.57
0.33,-2066325.01,1.57
0.33,-2069394.32,1.57
0.33,-2069892.82,1.57
0.33,-2070444.57,1.57
0.25,-2071108.96,1.57
0.33,-2071610.11,1.57
